Accession Number,EC,Species,Label,Enzyme,Reaction ID,Mechanism,Substrates,Products,Km,Kcat,Inhibitors,KI,Keq
WP_000034402.1,2.5.1.47,Escherichia coli,R161,Cysteine synthase,R00897,MRL,1 C00283; 1 C00979,1 C00033; 1 C00097,Km_C00033: 1.032412648; Km_C00097: 0.138483271; Km_C00283: 0.0095; Km_C00979: 11.033333333333333,Kcat_F: 1143.9627055; Kcat_R: 214.05936865,C00158HCT;C00154;C01367;C00026;C00100;C00004,C00158HCT_KI: 0.206155464;C00154_KI: 0.0566573105752468;C01367_KI: 0.0404240079224109;C00026_KI: 0.1462313681840896;C00100_KI: 0.0563869215548038;C00004_KI: 0.0366801843047142,Keq: 975313791.0571381
WP_000034402.1,2.5.1.47,Escherichia coli,R162,Cysteine synthase,R03132,MRL,1 C00320; 1 C00979,1 C00033; 1 C05824,Km_C00033: 1.032412648; Km_C05824: 0.697108686; Km_C00320: 0.387112081; Km_C00979: 11.033333333333333,Kcat_F: 381.79395674; Kcat_R: 156.51705453,C05688;C00343;C05824;C00342;C00094;C00097;C00283;C00320;C01528;C00979;C00080;C00033,C00979_KI: 1.186576843;C00097_KI: 0.138483271;C00094_KI: 0.575978339;C00320_KI: 0.387112081;C00283_KI: 0.025407897;C00080_KI: 0.555193543;C05824_KI: 0.697108686;C00033_KI: 1.032412648;C00342_KI: 0.5313378899;C01528_KI: 0.02911186;C05688_KI: 0.685993731;C00343_KI: 0.5313378899,Keq: 1
WP_001295412.1,4.1.2.4,Escherichia coli,R167,Deoxyribose-phosphate aldolase,R01066,MRL,1 C00673,1 C00084; 1 C00118,Km_C00084: 1.7; Km_C00118: 0.358228832; Km_C00673: 43.57866666666666,Kcat_F: 41.5; Kcat_R: 0.090132475,C00673;C00084;C00118,C00084_KI: 1.985678434;C00673_KI: 0.60923934;C00118_KI: 0.358228832,Keq: 0.0002799411494272012
WP_000102485.1,1.8.1.4,Escherichia coli,R169,Dihydrolipoyl dehydrogenase,R03815,MRL,1 C00003; 1 C02972,1 C00004; 1 C00080; 1 C02051,Km_C00004: 0.021393653; Km_C00080: 0.225048855; Km_C02051: 0.11206942166666667; Km_C00003: 0.089765757; Km_C02972: 0.11206942166666667,Kcat_F: 117.9162304; Kcat_R: 278.5808072,C00003;C02972;C00024;C00248;C02051;C16832;C00579;C15972;C00010;C00143;C00091;C00037;C15973;C00527;C00014;C00011;C00026;C00022;C00004;C00101;C00322;C00080;C16237,C00579_KI: 0.311786413;C00004_KI: 0.021393653;C00024_KI: 0.026133817;C00037_KI: 0.678076088;C00010_KI: 0.030270519;C15972_KI: 0.056440994;C16237_KI: 0.063766681;C00080_KI: 0.225048855;C00101_KI: 0.028163046;C02051_KI: 0.19364343047619043;C00003_KI: 0.089765757;C00143_KI: 0.019876115;C00248_KI: 0.415237725;C00011_KI: 0.555787563;C00022_KI: 0.362687021;C02972_KI: 0.19364343047619043;C00091_KI: 0.020413773;C15973_KI: 0.070260912;C00026_KI: 0.162106812;C00014_KI: 0.673851371;C00527_KI: 0.020277608;C16832_KI: 0.118229039;C00322_KI: 0.116938278,Keq: 1
WP_000102485.1,1.8.1.4,Escherichia coli,R170,Dihydrolipoyl dehydrogenase,R07618,MRL,1 C00003; 1 C15973,1 C00004; 1 C00080; 1 C15972,Km_C00004: 0.021393653; Km_C00080: 0.225048855; Km_C15972: 0.056440994; Km_C00003: 0.089765757; Km_C15973: 0.070260912,Kcat_F: 78.4412052; Kcat_R: 212.9897004,C00003;C02972;C00024;C00248;C02051;C16832;C00579;C15972;C00010;C00143;C00091;C00037;C15973;C00527;C00014;C00011;C00026;C00022;C00004;C00101;C00322;C00080;C16237,C00579_KI: 0.311786413;C00004_KI: 0.021393653;C00024_KI: 0.026133817;C00037_KI: 0.678076088;C00010_KI: 0.030270519;C15972_KI: 0.056440994;C16237_KI: 0.063766681;C00080_KI: 0.225048855;C00101_KI: 0.028163046;C02051_KI: 0.19364343047619043;C00003_KI: 0.089765757;C00143_KI: 0.019876115;C00248_KI: 0.415237725;C00011_KI: 0.555787563;C00022_KI: 0.362687021;C02972_KI: 0.19364343047619043;C00091_KI: 0.020413773;C15973_KI: 0.070260912;C00026_KI: 0.162106812;C00014_KI: 0.673851371;C00527_KI: 0.020277608;C16832_KI: 0.118229039;C00322_KI: 0.116938278,Keq: 1
WP_000102485.1,1.8.1.4,Escherichia coli,R171,Dihydrolipoyl dehydrogenase,R00209,MRL,1 C00003; 1 C00010; 1 C00022,1 C00004; 1 C00011; 1 C00024; 1 C00080,Km_C00004: 0.021393653; Km_C00011: 0.555787563; Km_C00024: 0.026133817; Km_C00080: 0.225048855; Km_C00003: 0.089765757; Km_C00010: 0.030270519; Km_C00022: 0.3933333333333333,Kcat_F: 231.67734093333334; Kcat_R: 276.38021813333336,C00003;C02972;C00024;C00248;C02051;C16832;C00579;C15972;C00010;C00143;C00091;C00037;C15973;C00527;C00014;C00011;C00026;C00022;C00004;C00101;C00322;C00080;C16237,C00579_KI: 0.311786413;C00004_KI: 0.021393653;C00024_KI: 0.026133817;C00037_KI: 0.678076088;C00010_KI: 0.030270519;C15972_KI: 0.056440994;C16237_KI: 0.063766681;C00080_KI: 0.225048855;C00101_KI: 0.028163046;C02051_KI: 0.19364343047619043;C00003_KI: 0.089765757;C00143_KI: 0.019876115;C00248_KI: 0.415237725;C00011_KI: 0.555787563;C00022_KI: 0.362687021;C02972_KI: 0.19364343047619043;C00091_KI: 0.020413773;C15973_KI: 0.070260912;C00026_KI: 0.162106812;C00014_KI: 0.673851371;C00527_KI: 0.020277608;C16832_KI: 0.118229039;C00322_KI: 0.116938278,Keq: 998855.9306379288
WP_000102485.1,1.8.1.4,Escherichia coli,R172,Dihydrolipoyl dehydrogenase,R01221,MRL,1 C00003; 1 C00037; 1 C00101,1 C00004; 1 C00011; 1 C00014; 1 C00080; 1 C00143,Km_C00004: 0.021393653; Km_C00011: 0.555787563; Km_C00014: 0.673851371; Km_C00080: 0.225048855; Km_C00143: 0.019876115; Km_C00003: 0.089765757; Km_C00037: 0.678076088; Km_C00101: 0.028163046,Kcat_F: 97.07549719000001; Kcat_R: 292.699911325,C00003;C02972;C00024;C00248;C02051;C16832;C00579;C15972;C00010;C00143;C00091;C00037;C15973;C00527;C00014;C00011;C00026;C00022;C00004;C00101;C00322;C00080;C16237,C00579_KI: 0.311786413;C00004_KI: 0.021393653;C00024_KI: 0.026133817;C00037_KI: 0.678076088;C00010_KI: 0.030270519;C15972_KI: 0.056440994;C16237_KI: 0.063766681;C00080_KI: 0.225048855;C00101_KI: 0.028163046;C02051_KI: 0.19364343047619043;C00003_KI: 0.089765757;C00143_KI: 0.019876115;C00248_KI: 0.415237725;C00011_KI: 0.555787563;C00022_KI: 0.362687021;C02972_KI: 0.19364343047619043;C00091_KI: 0.020413773;C15973_KI: 0.070260912;C00026_KI: 0.162106812;C00014_KI: 0.673851371;C00527_KI: 0.020277608;C16832_KI: 0.118229039;C00322_KI: 0.116938278,Keq: 0.00014118454869627972
WP_000102485.1,1.8.1.4,Escherichia coli,R173,Dihydrolipoyl dehydrogenase,R01933,MRL,1 C00003; 1 C00010; 1 C00322,1 C00004; 1 C00011; 1 C00080; 1 C00527,Km_C00004: 0.021393653; Km_C00011: 0.555787563; Km_C00080: 0.225048855; Km_C00527: 0.020277608; Km_C00003: 0.089765757; Km_C00010: 0.030270519; Km_C00322: 0.116938278,Kcat_F: 236.21170506666667; Kcat_R: 267.36655713333334,C00003;C02972;C00024;C00248;C02051;C16832;C00579;C15972;C00010;C00143;C00091;C00037;C15973;C00527;C00014;C00011;C00026;C00022;C00004;C00101;C00322;C00080;C16237,C00579_KI: 0.311786413;C00004_KI: 0.021393653;C00024_KI: 0.026133817;C00037_KI: 0.678076088;C00010_KI: 0.030270519;C15972_KI: 0.056440994;C16237_KI: 0.063766681;C00080_KI: 0.225048855;C00101_KI: 0.028163046;C02051_KI: 0.19364343047619043;C00003_KI: 0.089765757;C00143_KI: 0.019876115;C00248_KI: 0.415237725;C00011_KI: 0.555787563;C00022_KI: 0.362687021;C02972_KI: 0.19364343047619043;C00091_KI: 0.020413773;C15973_KI: 0.070260912;C00026_KI: 0.162106812;C00014_KI: 0.673851371;C00527_KI: 0.020277608;C16832_KI: 0.118229039;C00322_KI: 0.116938278,Keq: 553075.811271694
WP_000102485.1,1.8.1.4,Escherichia coli,R174,Dihydrolipoyl dehydrogenase,R08549,MRL,1 C00003; 1 C00010; 1 C00026,1 C00004; 1 C00011; 1 C00080; 1 C00091,Km_C00004: 0.021393653; Km_C00011: 0.555787563; Km_C00080: 0.225048855; Km_C00091: 0.020413773; Km_C00003: 0.089765757; Km_C00010: 0.030270519; Km_C00026: 0.162106812,Kcat_F: 255.59684769999998; Kcat_R: 266.91155656666666,C00003;C02972;C00024;C00248;C02051;C16832;C00579;C15972;C00010;C00143;C00091;C00037;C15973;C00527;C00014;C00011;C00026;C00022;C00004;C00101;C00322;C00080;C16237,C00579_KI: 0.311786413;C00004_KI: 0.021393653;C00024_KI: 0.026133817;C00037_KI: 0.678076088;C00010_KI: 0.030270519;C15972_KI: 0.056440994;C16237_KI: 0.063766681;C00080_KI: 0.225048855;C00101_KI: 0.028163046;C02051_KI: 0.19364343047619043;C00003_KI: 0.089765757;C00143_KI: 0.019876115;C00248_KI: 0.415237725;C00011_KI: 0.555787563;C00022_KI: 0.362687021;C02972_KI: 0.19364343047619043;C00091_KI: 0.020413773;C15973_KI: 0.070260912;C00026_KI: 0.162106812;C00014_KI: 0.673851371;C00527_KI: 0.020277608;C16832_KI: 0.118229039;C00322_KI: 0.116938278,Keq: 88228.45482994754
WP_000963518.1,2.3.1.12,Escherichia coli,R175,Dihydrolipoyllysine-residue acetyltransferase,R00209,MRL,1 C00003; 1 C00010; 1 C00022,1 C00004; 1 C00011; 1 C00024; 1 C00080,Km_C00004: 0.023208896; Km_C00011: 0.280183613; Km_C00024: 0.026032073; Km_C00080: 0.221310824; Km_C00003: 0.026235035; Km_C00010: 0.031586375; Km_C00022: 0.168190986,Kcat_F: 26.416886086666665; Kcat_R: 29.571134916666665,C00022;C15973;C00003;C00004;C00011;C00024;C00010;C16255;C00080,C00010_KI: 0.031586375;C00003_KI: 0.026235035;C00022_KI: 0.168190986;C00024_KI: 0.026032073;C00080_KI: 0.221310824;C16255_KI: 0.18516545;C00004_KI: 0.023208896;C15973_KI: 0.013259572;C00011_KI: 0.280183613,Keq: 998855.9306379288
WP_000099823.1,2.3.1.61,Escherichia coli,R176,Dihydrolipoyllysine-residue succinyltransferase,R01933,MRL,1 C00003; 1 C00010; 1 C00322,1 C00004; 1 C00011; 1 C00080; 1 C00527,Km_C00004: 0.0277845; Km_C00011: 0.328845918; Km_C00080: 0.236688018; Km_C00527: 0.025667293; Km_C00003: 0.054326154; Km_C00010: 0.029741414; Km_C00322: 0.083035164,Kcat_F: 0.925789301; Kcat_R: 0.8828594493333334,C06157;C15973;C00527;C16254;C00003;C00004;C00011;C00026;C00010;C00322;C00080;C00091,C00026_KI: 0.172540799;C15973_KI: 0.011323265;C00527_KI: 0.025667293;C00011_KI: 0.328845918;C16254_KI: 0.014438955;C00010_KI: 0.029741414;C00080_KI: 0.236688018;C06157_KI: 0.09181020372727274;C00004_KI: 0.0277845;C00003_KI: 0.054326154;C00091_KI: 0.025520761;C00322_KI: 0.083035164,Keq: 553075.811271694
WP_000099823.1,2.3.1.61,Escherichia coli,R177,Dihydrolipoyllysine-residue succinyltransferase,R08549,MRL,1 C00003; 1 C00010; 1 C00026,1 C00004; 1 C00011; 1 C00080; 1 C00091,Km_C00004: 0.0277845; Km_C00011: 0.328845918; Km_C00080: 0.236688018; Km_C00091: 0.025520761; Km_C00003: 0.054326154; Km_C00010: 0.029741414; Km_C00026: 0.172540799,Kcat_F: 0.9191576843333334; Kcat_R: 0.8908216133333333,C06157;C15973;C00527;C16254;C00003;C00004;C00011;C00026;C00010;C00322;C00080;C00091,C00026_KI: 0.172540799;C15973_KI: 0.011323265;C00527_KI: 0.025667293;C00011_KI: 0.328845918;C16254_KI: 0.014438955;C00010_KI: 0.029741414;C00080_KI: 0.236688018;C06157_KI: 0.09181020372727274;C00004_KI: 0.0277845;C00003_KI: 0.054326154;C00091_KI: 0.025520761;C00322_KI: 0.083035164,Keq: 88228.45482994754
WP_001127419.1,4.2.1.9,Escherichia coli,R179,Dihydroxy-acid dehydratase,R04441,MRL,1 C04272,1 C00001; 1 C00141,Km_C00001: 3.342954397; Km_C00141: 0.432823241; Km_C04272: 0.426905453,Kcat_F: 12.39697346; Kcat_R: 8.578950342,C06007;C00671;C04039;C00001;C00141;C04272,C00141_KI: 0.432823241;C04039_KI: 0.426905453;C00671_KI: 0.513797998;C00001_KI: 3.342954397;C06007_KI: 0.771898925;C04272_KI: 0.426905453,Keq: 2974719.667973546
WP_001127419.1,4.2.1.9,Escherichia coli,R180,Dihydroxy-acid dehydratase,R05070,MRL,1 C06007,1 C00001; 1 C00671,Km_C00001: 3.342954397; Km_C00671: 0.513797998; Km_C06007: 0.771898925,Kcat_F: 9.769987938; Kcat_R: 5.782628785,C06007;C00671;C04039;C00001;C00141;C04272,C00141_KI: 0.432823241;C04039_KI: 0.426905453;C00671_KI: 0.513797998;C00001_KI: 3.342954397;C06007_KI: 0.771898925;C04272_KI: 0.426905453,Keq: 2971833.392132661
WP_000762229.1,1.1.1.28,Escherichia coli,R181,D-lactate dehydrogenase,R00704,MRL,1 C00003; 1 C00256,1 C00004; 1 C00022; 1 C00080,Km_C00004: 0.08124999999999999; Km_C00022: 5.975; Km_C00080: 2.627151012; Km_C00003: 0.073235102; Km_C00256: 0.774313986,Kcat_F: 137.86074693; Kcat_R: 541.25,C00022;C00003;C00192;C02496;C01478;C00004;C19935;C00284;C00002;C00256;C11215;C01444;C00080,C00004_KI: 0.023764452;C00022_KI: 0.390749246;C00256_KI: 0.774313986;C11215_KI: 0.47078028508333336;C01478_KI: 0.46933794;C00284_KI: 0.065315142;C00080_KI: 2.627151012;C00192_KI: 0.538028598;C00002_KI: 0.039717551;C02496_KI: 0.076715402;C00003_KI: 0.073235102;C19935_KI: 0.074559651;C01444_KI: 0.496475339,Keq: 0.0002419607076574943
WP_000555849.1,3.5.1.10,Escherichia coli,R198,Formyltetrahydrofolate deformylase,R00944,MRL,1 C00001; 1 C00234,1 C00058; 1 C00101,Km_C00058: 3.262167215; Km_C00101: 0.054344244; Km_C00001: 1.889859676; Km_C00234: 0.049,Kcat_F: 1.8252252915; Kcat_R: 2.723719345,C00058;C00001;C00234;C00101,C00101_KI: 0.054344244;C00234_KI: 0.061632574;C00001_KI: 1.889859676;C00058_KI: 3.262167215,Keq: 67127.99099289929
WP_000853753.1,3.1.3.11,Escherichia coli,R199,Fructose-bisphosphatase,R00762,MRL,1 C00001; 1 C00354,1 C00009; 1 C00085,Km_C00009: 0.320538223; Km_C00085: 0.137154579; Km_C00001: 0.495092779; Km_C00354: 0.068225,Kcat_F: 9.2345918115; Kcat_R: 0.289105657,C00097;C00665;C01172;C00001;C02086;C00447;C05345;C05382;C20679;C00354;C05378;C00009;C06232;C00085;C00008;C00020;C01478;C11215;C00074;C00002;C00736,C06232_KI: 0.131328985;C00074_KI: 0.019488197;C00447_KI: 0.011786909;C00001_KI: 0.495092779;C00085_KI: 0.137154579;C01172_KI: 0.141747043;C00665_KI: 0.028419536;C05378_KI: 0.017616788;C00097_KI: 0.104909003;C00354_KI: 0.017616788;C02086_KI: 0.154976174;C00002_KI: 0.016829839;C20679_KI: 0.130976006;C05345_KI: 0.137154579;C01478_KI: 0.28029269;C11215_KI: 0.11515654565;C05382_KI: 0.01538996;C00020_KI: 0.015665423;C00736_KI: 0.104909003;C00009_KI: 0.320538223;C00008_KI: 0.021238409,Keq: 118.59147723031069
WP_000853753.1,3.1.3.11,Escherichia coli,R200,Fructose-bisphosphatase,R01845,MRL,1 C00001; 1 C00447,1 C00009; 1 C05382,Km_C00009: 0.320538223; Km_C05382: 0.01538996; Km_C00001: 0.495092779; Km_C00447: 0.011786909,Kcat_F: 1.8592338759999998; Kcat_R: 0.5713370975,C00097;C00665;C01172;C00001;C02086;C00447;C05345;C05382;C20679;C00354;C05378;C00009;C06232;C00085;C00008;C00020;C01478;C11215;C00074;C00002;C00736,C06232_KI: 0.131328985;C00074_KI: 0.019488197;C00447_KI: 0.011786909;C00001_KI: 0.495092779;C00085_KI: 0.137154579;C01172_KI: 0.141747043;C00665_KI: 0.028419536;C05378_KI: 0.017616788;C00097_KI: 0.104909003;C00354_KI: 0.017616788;C02086_KI: 0.154976174;C00002_KI: 0.016829839;C20679_KI: 0.130976006;C05345_KI: 0.137154579;C01478_KI: 0.28029269;C11215_KI: 0.11515654565;C05382_KI: 0.01538996;C00020_KI: 0.015665423;C00736_KI: 0.104909003;C00009_KI: 0.320538223;C00008_KI: 0.021238409,Keq: 195.33577279060992
WP_000034372.1,4.1.2.13,Escherichia coli,R201,Fructose-bisphosphate aldolase,R01068,MRL,1 C00354,1 C00111; 1 C00118,Km_C00111: 0.219039723; Km_C00118: 0.376360387; Km_C00354: 0.18,Kcat_F: 6.242500000000001; Kcat_R: 3.7595076315,C00577;C00345;C00111;C00354;C00279;C00447;C00118;C05378;C00284;C01094;C00074,C00284_KI: 0.102871358;C00577_KI: 1.749873877;C05378_KI: 0.103718825;C01094_KI: 0.699701726;C00447_KI: 0.078385606;C00111_KI: 0.219039723;C00354_KI: 0.103718825;C00279_KI: 0.159231856;C00345_KI: 0.085602023;C00118_KI: 0.376360387;C00074_KI: 0.096961871,Keq: 8.703975959054509e-05
WP_000034372.1,4.1.2.13,Escherichia coli,R202,Fructose-bisphosphate aldolase,R01829,MRL,1 C00447,1 C00111; 1 C00279,Km_C00111: 0.219039723; Km_C00279: 0.159231856; Km_C00447: 0.078385606,Kcat_F: 2.649514207; Kcat_R: 2.9558872515,C00577;C00345;C00111;C00354;C00279;C00447;C00118;C05378;C00284;C01094;C00074,C00284_KI: 0.102871358;C00577_KI: 1.749873877;C05378_KI: 0.103718825;C01094_KI: 0.699701726;C00447_KI: 0.078385606;C00111_KI: 0.219039723;C00354_KI: 0.103718825;C00279_KI: 0.159231856;C00345_KI: 0.085602023;C00118_KI: 0.376360387;C00074_KI: 0.096961871,Keq: 0.00020935268260097612
WP_000034372.1,4.1.2.13,Escherichia coli,R203,Fructose-bisphosphate aldolase,R02568,MRL,1 C01094,1 C00111; 1 C00577,Km_C00111: 0.219039723; Km_C00577: 1.749873877; Km_C01094: 0.699701726,Kcat_F: 0.462073109; Kcat_R: 3.55576296,C00577;C00345;C00111;C00354;C00279;C00447;C00118;C05378;C00284;C01094;C00074,C00284_KI: 0.102871358;C00577_KI: 1.749873877;C05378_KI: 0.103718825;C01094_KI: 0.699701726;C00447_KI: 0.078385606;C00111_KI: 0.219039723;C00354_KI: 0.103718825;C00279_KI: 0.159231856;C00345_KI: 0.085602023;C00118_KI: 0.376360387;C00074_KI: 0.096961871,Keq: 8.493038158429194e-06
WP_000066639.1,4.2.1.2,Escherichia coli,R204,Fumarate hydratase,R01082,MRL,1 C00149,1 C00001; 1 C00122,Km_C00001: 6.656438828; Km_C00122: 0.910608768; Km_C00149: 1.7,Kcat_F: 55.60223539; Kcat_R: 2921.884996635,C00149;C00001;C00122,C00122_KI: 0.910608768;C00001_KI: 6.656438828;C00149_KI: 1.095330358,Keq: 0.25101855338099716
WP_000108330.1,2.7.1.12,Escherichia coli,R206,Gluconokinase,R01737,MRL,1 C00002; 1 C00257,1 C00008; 1 C00345,Km_C00008: 0.038519412; Km_C00345: 0.051884621; Km_C00002: 0.024752656; Km_C00257: 0.09133333333333334,Kcat_F: 0.9104030599999999; Kcat_R: 1.3169219065000002,C00002;C00257;C00345;C00008,C00345_KI: 0.051884621;C00002_KI: 0.024752656;C00008_KI: 0.038519412;C00257_KI: 0.187486991,Keq: 155.0758749150638
WP_000301720.1,1.1.1.49,Escherichia coli,R208,Glucose-6-phosphate dehydrogenase (nadp+),R02736,MRL,1 C00006; 1 C01172,1 C00005; 1 C00080; 1 C01236,Km_C00005: 0.008727342; Km_C00080: 1.316865087; Km_C01236: 0.131362155; Km_C00006: 11600.005874999999; Km_C01172: 0.200977385,Kcat_F: 93.754836675; Kcat_R: 13.76294708,C00006;C01236;C01172;C00092;C00005;C00080,C01172_KI: 0.200977385;C00006_KI: 0.016866822;C00080_KI: 1.316865087;C01236_KI: 0.131362155;C00092_KI: 0.200977385;C00005_KI: 0.008727342,Keq: 247.4453971386742
WP_000789986.1,5.3.1.9,Escherichia coli,R209,Glucose-6-phosphate isomerase,R00771,MRL,1 C00092,1 C00085,Km_C00085: 0.2; Km_C00092: 0.28,Kcat_F: 1.292204517; Kcat_R: 0.832305128,C01172;C00092;C00668;C05345;C00085,C00092_KI: 0.678788722;C00668_KI: 0.678788722;C01172_KI: 0.678788722;C00085_KI: 0.676445067;C05345_KI: 0.676445067,Keq: 0.34489156866158693
WP_000789986.1,5.3.1.9,Escherichia coli,R210,Glucose-6-phosphate isomerase,R02739,MRL,1 C00668,1 C01172,Km_C01172: 0.678788722; Km_C00668: 0.678788722,Kcat_F: 1.292204517; Kcat_R: 1.292204517,C01172;C00092;C00668;C05345;C00085,C00092_KI: 0.678788722;C00668_KI: 0.678788722;C01172_KI: 0.678788722;C00085_KI: 0.676445067;C05345_KI: 0.676445067,Keq: 1.6981781019990725
WP_000611804.1,6.3.2.2,Escherichia coli,R214,Glutamate-cysteine ligase,R00894,MRL,1 C00002; 1 C00025; 1 C00097,1 C00008; 1 C00009; 1 C00669,Km_C00008: 0.002326339; Km_C00009: 0.055343308; Km_C00669: 0.023207685; Km_C00002: 0.002550309; Km_C00025: 0.050248556; Km_C00097: 0.007867009,Kcat_F: 14.222526673333334; Kcat_R: 24.032764216666667,C00025;C00008;C00097;C00669;C00002;C00009,C00669_KI: 0.023207685;C00009_KI: 0.055343308;C00097_KI: 0.007867009;C00002_KI: 0.002550309;C00025_KI: 0.050248556;C00008_KI: 0.002326339,Keq: 1470866.8699163615
WP_001271717.1,6.3.1.2,Escherichia coli,R216,Glutamine synthetase,R00253,MRL,1 C00002; 1 C00014; 1 C00025,1 C00008; 1 C00009; 1 C00064,Km_C00008: 0.066132165; Km_C00009: 1.038618565; Km_C00064: 0.467974067; Km_C00002: 0.080664948; Km_C00014: 0.269162536; Km_C00025: 0.546636522,Kcat_F: 46.37365841333334; Kcat_R: 51.98955729333334,C00352;C00065;C00768;C04650;C00041;C00169;C00135;C00009;C00037;C00008;C00020;C00014;C00078;C00063;C00064;C01401;C00025;C00716;C00806;C00002,C00020_KI: 0.056941126;C00806_KI: 0.084789552;C00352_KI: 0.465125531;C00768_KI: 0.246362343;C00064_KI: 0.467974067;C00008_KI: 0.066132165;C00078_KI: 0.084789552;C00169_KI: 0.152330294;C00041_KI: 1.02709198;C00025_KI: 0.546636522;C00063_KI: 0.125179395;C00716_KI: 0.779110312;C04650_KI: 0.300361156;C00037_KI: 1.081116319;C00065_KI: 0.779110312;C01401_KI: 1.02709198;C00009_KI: 1.038618565;C00014_KI: 0.269162536;C00135_KI: 0.246362343;C00002_KI: 0.080664948,Keq: 479.9769341384216
WP_000593273.1,6.3.2.3,Escherichia coli,R219,Glutathione synthase,R00497,MRL,1 C00002; 1 C00037; 1 C00669,1 C00008; 1 C00009; 1 C00051,Km_C00008: 0.188931838; Km_C00009: 1.817505598; Km_C00051: 0.617069721; Km_C00002: 0.161686391; Km_C00037: 1.582805872; Km_C00669: 1.826,Kcat_F: 123.47175211999998; Kcat_R: 281.02322996666663,C00037;C00008;C00669;C00051;C00002;C00009,C00008_KI: 0.188931838;C00009_KI: 1.817505598;C00037_KI: 1.582805872;C00051_KI: 0.617069721;C00002_KI: 0.161686391;C00669_KI: 1.644756556,Keq: 236541.19850465914
WP_000153502.1,1.2.1.12,Escherichia coli,R222,Glyceraldehyde-3-phosphate dehydrogenase (phosphorylating),R01061,MRL,1 C00003; 1 C00009; 1 C00118,1 C00004; 1 C00080; 1 C00236,Km_C00004: 0.028803103; Km_C00080: 2.130417585; Km_C00236: 0.063416369; Km_C00003: 0.071162768; Km_C00009: 1.398443699; Km_C00118: 0.355474025,Kcat_F: 9.585562447333333; Kcat_R: 13.156970524999998,C00236;C00003;C00008;C00020;C01478;C00004;C03444;C00661;C00575;C01159;C00118;C00002;C11215;C00009;C00074;C00080,C01478_KI: 1.313649774;C00080_KI: 2.130417585;C00004_KI: 0.028803103;C00575_KI: 0.02186417;C00003_KI: 0.071162768;C00236_KI: 0.063416369;C11215_KI: 0.41207666420000005;C00020_KI: 0.027926495;C01159_KI: 0.158010766;C00118_KI: 0.355474025;C00661_KI: 0.355474025;C00002_KI: 0.035671327;C00074_KI: 0.099881768;C03444_KI: 0.088304013;C00009_KI: 1.398443699;C00008_KI: 0.032650076,Keq: 0.625512213354187
WP_001213837.1,2.3.1.29,Escherichia coli,R224,Glycine c-acetyltransferase,R00371,MRL,1 C00024; 1 C00037,1 C00010; 1 C03508,Km_C00010: 0.068333149; Km_C03508: 1.101451039; Km_C00024: 0.059; Km_C00037: 5.073134899,Kcat_F: 3.7902290295; Kcat_R: 6.892366117,C00037;C00010;C03508;C00024,C00010_KI: 0.068333149;C03508_KI: 1.101451039;C00024_KI: 0.064529642;C00037_KI: 5.073134899,Keq: 1.7723810792894896e-06
WP_000195061.1,1.4.4.2,Escherichia coli,R225,Glycine dehydrogenase (aminomethyl-transferring),R03425,MRL,1 C00037; 1 C02051,1 C00011; 1 C01242,Km_C00011: 1.169795871; Km_C01242: 2.101050198; Km_C00037: 3.032304525; Km_C02051: 2.101050198,Kcat_F: 2.631662783; Kcat_R: 4.818350786,C00037;C01242;C00003;C00101;C00014;C00004;C00011;C00143;C02051;C00080,C00003_KI: 0.143204287;C01242_KI: 1.3873228035;C00004_KI: 0.05554235;C00101_KI: 0.104562275;C00037_KI: 3.032304525;C00011_KI: 1.169795871;C00080_KI: 1.926282167;C02051_KI: 1.3873228035;C00143_KI: 0.049179409;C00014_KI: 4.617711544,Keq: 1
WP_000195061.1,1.4.4.2,Escherichia coli,R226,Glycine dehydrogenase (aminomethyl-transferring),R01221,MRL,1 C00003; 1 C00037; 1 C00101,1 C00004; 1 C00011; 1 C00014; 1 C00080; 1 C00143,Km_C00004: 0.05554235; Km_C00011: 1.169795871; Km_C00014: 4.617711544; Km_C00080: 1.926282167; Km_C00143: 0.049179409; Km_C00003: 0.143204287; Km_C00037: 3.032304525; Km_C00101: 0.104562275,Kcat_F: 4.200407821; Kcat_R: 7.395899598,C00037;C01242;C00003;C00101;C00014;C00004;C00011;C00143;C02051;C00080,C00003_KI: 0.143204287;C01242_KI: 1.3873228035;C00004_KI: 0.05554235;C00101_KI: 0.104562275;C00037_KI: 3.032304525;C00011_KI: 1.169795871;C00080_KI: 1.926282167;C02051_KI: 1.3873228035;C00143_KI: 0.049179409;C00014_KI: 4.617711544,Keq: 0.00014118454869627972
WP_000919159.1,2.1.2.1,Escherichia coli,R227,Glycine hydroxymethyltransferase,R00945,MRL,1 C00001; 1 C00037; 1 C00143,1 C00065; 1 C00101,Km_C00065: 0.680456936; Km_C00101: 0.048434764; Km_C00001: 1.743806124; Km_C00037: 1.084210277; Km_C00143: 0.031294227,Kcat_F: 0.721411978; Kcat_R: 1.1328265275,C00037;C01217;C00101;C00065;C00001;C00143;C04377,C04377_KI: 0.032590855;C00101_KI: 0.048434764;C00143_KI: 0.031294227;C00037_KI: 1.084210277;C00065_KI: 0.680456936;C01217_KI: 0.029256012;C00001_KI: 1.743806124,Keq: 0.06610281648507778
