Accession Number,EC,Species,Label,Enzyme,Reaction ID,Mechanism,Substrates,Products,Km,Kcat,Inhibitors,KI
WP_000871512.1,3.2.1.21,Escherichia coli,R423,Beta-glucosidase,R03527,MRL,C00001; C01798,C00267; C01335,Km_C00267: 4.007536411; Km_C01335: 2.417007893; Km_C00001: 0.826479375; Km_C01798: 2.417007893,Kcat_F: 2.29805655; Kcat_R: 3.25420191,C01798;C05712;C00760;C00031;C05838;C00221;C00185;C05713;C05839;C00001;C01335;C00267,C05839_KI: 0.174072668;C05712_KI: 2.275636498714286;C00185_KI: 2.858436584;C00760_KI: 2.275636498714286;C00001_KI: 0.826479375;C05838_KI: 0.047857631;C00031_KI: 4.007536411;C00221_KI: 4.007536411;C05713_KI: 2.275636498714286;C00267_KI: 4.007536411;C01335_KI: 2.275636498714286;C01798_KI: 2.275636498714286
WP_000871512.1,3.2.1.21,Escherichia coli,R424,Beta-glucosidase,R04949,MRL,C00001; C05713,C00031; C05712,Km_C00031: 4.007536411; Km_C05712: 2.417007893; Km_C00001: 0.826479375; Km_C05713: 2.417007893,Kcat_F: 2.29805655; Kcat_R: 3.25420191,C01798;C05712;C00760;C00031;C05838;C00221;C00185;C05713;C05839;C00001;C01335;C00267,C05839_KI: 0.174072668;C05712_KI: 2.275636498714286;C00185_KI: 2.858436584;C00760_KI: 2.275636498714286;C00001_KI: 0.826479375;C05838_KI: 0.047857631;C00031_KI: 4.007536411;C00221_KI: 4.007536411;C05713_KI: 2.275636498714286;C00267_KI: 4.007536411;C01335_KI: 2.275636498714286;C01798_KI: 2.275636498714286
WP_000871512.1,3.2.1.21,Escherichia coli,R425,Beta-glucosidase,R04998,MRL,C00001; C05839,C00031; C05838,Km_C00031: 4.007536411; Km_C05838: 0.047857631; Km_C00001: 0.826479375; Km_C05839: 0.174072668,Kcat_F: 2.759307033; Kcat_R: 3.247097305,C01798;C05712;C00760;C00031;C05838;C00221;C00185;C05713;C05839;C00001;C01335;C00267,C05839_KI: 0.174072668;C05712_KI: 2.275636498714286;C00185_KI: 2.858436584;C00760_KI: 2.275636498714286;C00001_KI: 0.826479375;C05838_KI: 0.047857631;C00031_KI: 4.007536411;C00221_KI: 4.007536411;C05713_KI: 2.275636498714286;C00267_KI: 4.007536411;C01335_KI: 2.275636498714286;C01798_KI: 2.275636498714286
WP_000080085.1,3.1.3.15,Escherichia coli,R426,Histidinol-phosphatase,R03013,MRL,C00001; C01100,C00009; C00860,Km_C00009: 0.489698946; Km_C00860: 0.055892363; Km_C00001: 0.76262486; Km_C01100: 0.048999999999999995,Kcat_F: 570.431318749; Kcat_R: 3.3056302649999996,C00001;C00009;C00860;C01100,C00860_KI: 0.055892363;C00001_KI: 0.76262486;C00009_KI: 0.489698946;C01100_KI: 0.051744033
WP_000114984.1,3.5.1.88,Escherichia coli,R427,Peptide deformylase,R05635,MRL,C00001; C11439,C00058; C11440,Km_C00058: 1.338482141; Km_C11440: 0.02242907; Km_C00001: 0.672419548; Km_C11439: 0.027560268,Kcat_F: 0.811379655; Kcat_R: 2.4391033395,C00058;C00001;C11440;C11439,C11440_KI: 0.02242907;C00001_KI: 0.672419548;C00058_KI: 1.338482141;C11439_KI: 0.027560268
WP_000789986.1,5.3.1.9,Escherichia coli,R428,Glucose-6-phosphate isomerase,R00771,MRL,C00092,C00085,Km_C00085: 0.2; Km_C00092: 0.28,Kcat_F: 1.292204517; Kcat_R: 0.832305128,C01172;C00668;C05345;C00092;C00085,C00085_KI: 0.676445067;C00668_KI: 0.678788722;C05345_KI: 0.676445067;C00092_KI: 0.678788722;C01172_KI: 0.678788722
WP_000789986.1,5.3.1.9,Escherichia coli,R429,Glucose-6-phosphate isomerase,R02740,MRL,C00668,C05345,Km_C05345: 0.147; Km_C00668: 0.678788722,Kcat_F: 1.292204517; Kcat_R: 0.832305128,C01172;C00668;C05345;C00092;C00085,C00085_KI: 0.676445067;C00668_KI: 0.678788722;C05345_KI: 0.676445067;C00092_KI: 0.678788722;C01172_KI: 0.678788722
WP_000789986.1,5.3.1.9,Escherichia coli,R430,Glucose-6-phosphate isomerase,R03321,MRL,C01172,C05345,Km_C05345: 0.147; Km_C01172: 0.678788722,Kcat_F: 1.292204517; Kcat_R: 0.832305128,C01172;C00668;C05345;C00092;C00085,C00085_KI: 0.676445067;C00668_KI: 0.678788722;C05345_KI: 0.676445067;C00092_KI: 0.678788722;C01172_KI: 0.678788722
WP_000789986.1,5.3.1.9,Escherichia coli,R431,Glucose-6-phosphate isomerase,R02739,MRL,C00668,C01172,Km_C01172: 0.678788722; Km_C00668: 0.678788722,Kcat_F: 1.292204517; Kcat_R: 1.292204517,C01172;C00668;C05345;C00092;C00085,C00085_KI: 0.676445067;C00668_KI: 0.678788722;C05345_KI: 0.676445067;C00092_KI: 0.678788722;C01172_KI: 0.678788722
WP_000397144.1,3.4.11.1,Escherichia coli,R432,Leucyl aminopeptidase,R00899,MRL,C00001; C01419,C00037; C00097,Km_C00037: 0.388481706; Km_C00097: 0.172149554; Km_C00001: 0.381916821; Km_C01419: 0.210018635,Kcat_F: 4.0148947784999995; Kcat_R: 0.1125658795,C00037;C05729;C00097;C01419;C00001;C05726,C05726_KI: 0.288141679;C00037_KI: 0.388481706;C01419_KI: 0.210018635;C00001_KI: 0.381916821;C05729_KI: 0.288141679;C00097_KI: 0.172149554
WP_000397144.1,3.4.11.1,Escherichia coli,R433,Leucyl aminopeptidase,R04951,MRL,C00001; C05729,C00037; C05726,Km_C00037: 0.388481706; Km_C05726: 0.3851992635; Km_C00001: 0.381916821; Km_C05729: 0.3851992635,Kcat_F: 1.495343079; Kcat_R: 0.194365287,C00037;C05729;C00097;C01419;C00001;C05726,C05726_KI: 0.288141679;C00037_KI: 0.388481706;C01419_KI: 0.210018635;C00001_KI: 0.381916821;C05729_KI: 0.288141679;C00097_KI: 0.172149554
WP_000853753.1,3.1.3.11,Escherichia coli,R434,Fructose-bisphosphatase,R00762,MRL,C00001; C00354,C00009; C00085,Km_C00009: 0.320538223; Km_C00085: 0.137154579; Km_C00001: 0.495092779; Km_C00354: 0.068225,Kcat_F: 9.2345918115; Kcat_R: 0.289105657,C06232;C11215;C00097;C00074;C05345;C00001;C00085;C05378;C00020;C00009;C05382;C01172;C01478;C00447;C00736;C00002;C00008;C02086;C20679;C00354;C00665,C01478_KI: 0.28029269;C00447_KI: 0.011786909;C01172_KI: 0.141747043;C00074_KI: 0.019488197;C05378_KI: 0.017616788;C11215_KI: 0.11515654565;C05382_KI: 0.01538996;C06232_KI: 0.131328985;C00009_KI: 0.320538223;C00097_KI: 0.104909003;C20679_KI: 0.130976006;C02086_KI: 0.154976174;C00008_KI: 0.021238409;C05345_KI: 0.137154579;C00736_KI: 0.104909003;C00665_KI: 0.028419536;C00085_KI: 0.137154579;C00002_KI: 0.016829839;C00354_KI: 0.017616788;C00020_KI: 0.015665423;C00001_KI: 0.495092779
WP_000853753.1,3.1.3.11,Escherichia coli,R435,Fructose-bisphosphatase,R04780,MRL,C00001; C05378,C00009; C05345,Km_C00009: 0.320538223; Km_C05345: 0.137154579; Km_C00001: 0.495092779; Km_C05378: 0.002,Kcat_F: 1.4600096685; Kcat_R: 0.289105657,C06232;C11215;C00097;C00074;C05345;C00001;C00085;C05378;C00020;C00009;C05382;C01172;C01478;C00447;C00736;C00002;C00008;C02086;C20679;C00354;C00665,C01478_KI: 0.28029269;C00447_KI: 0.011786909;C01172_KI: 0.141747043;C00074_KI: 0.019488197;C05378_KI: 0.017616788;C11215_KI: 0.11515654565;C05382_KI: 0.01538996;C06232_KI: 0.131328985;C00009_KI: 0.320538223;C00097_KI: 0.104909003;C20679_KI: 0.130976006;C02086_KI: 0.154976174;C00008_KI: 0.021238409;C05345_KI: 0.137154579;C00736_KI: 0.104909003;C00665_KI: 0.028419536;C00085_KI: 0.137154579;C00002_KI: 0.016829839;C00354_KI: 0.017616788;C00020_KI: 0.015665423;C00001_KI: 0.495092779
WP_000853753.1,3.1.3.11,Escherichia coli,R436,Fructose-bisphosphatase,R01845,MRL,C00001; C00447,C00009; C05382,Km_C00009: 0.320538223; Km_C05382: 0.01538996; Km_C00001: 0.495092779; Km_C00447: 0.011786909,Kcat_F: 1.8592338759999998; Kcat_R: 0.5713370975,C06232;C11215;C00097;C00074;C05345;C00001;C00085;C05378;C00020;C00009;C05382;C01172;C01478;C00447;C00736;C00002;C00008;C02086;C20679;C00354;C00665,C01478_KI: 0.28029269;C00447_KI: 0.011786909;C01172_KI: 0.141747043;C00074_KI: 0.019488197;C05378_KI: 0.017616788;C11215_KI: 0.11515654565;C05382_KI: 0.01538996;C06232_KI: 0.131328985;C00009_KI: 0.320538223;C00097_KI: 0.104909003;C20679_KI: 0.130976006;C02086_KI: 0.154976174;C00008_KI: 0.021238409;C05345_KI: 0.137154579;C00736_KI: 0.104909003;C00665_KI: 0.028419536;C00085_KI: 0.137154579;C00002_KI: 0.016829839;C00354_KI: 0.017616788;C00020_KI: 0.015665423;C00001_KI: 0.495092779
WP_000816280.1,5.1.3.1,Escherichia coli,R437,Ribulose-phosphate 3-epimerase,R01529,MRL,C00199,C00231,Km_C00231: 0.194523394; Km_C00199: 0.194523394,Kcat_F: 6.229903202; Kcat_R: 6.229903202,C00231;C00199,C00231_KI: 0.194523394;C00199_KI: 0.194523394
WP_000127356.1,2.4.2.7,Escherichia coli,R438,Adenine phosphoribosyltransferase,R00190,MRL,C00013; C00020,C00119; C00147,Km_C00119: 0.0675; Km_C00147: 0.010649251; Km_C00013: 0.051892456; Km_C00020: 0.023589913,Kcat_F: 3.6012120364999998; Kcat_R: 18.840118605999997,C00119;C04677;C00020;C04051;C00013;C00144;C00242;C00147,C00020_KI: 0.023589913;C00147_KI: 0.010649251;C00144_KI: 0.023924327;C00013_KI: 0.051892456;C00119_KI: 0.063160188;C04677_KI: 0.022413682;C00242_KI: 0.009411949;C04051_KI: 0.025644096
WP_000127356.1,2.4.2.7,Escherichia coli,R439,Adenine phosphoribosyltransferase,R01229,MRL,C00013; C00144,C00119; C00242,Km_C00119: 0.0675; Km_C00242: 0.009411949; Km_C00013: 0.051892456; Km_C00144: 0.023924327,Kcat_F: 1.9945940629999999; Kcat_R: 5.0907512125,C00119;C04677;C00020;C04051;C00013;C00144;C00242;C00147,C00020_KI: 0.023589913;C00147_KI: 0.010649251;C00144_KI: 0.023924327;C00013_KI: 0.051892456;C00119_KI: 0.063160188;C04677_KI: 0.022413682;C00242_KI: 0.009411949;C04051_KI: 0.025644096
WP_000127356.1,2.4.2.7,Escherichia coli,R440,Adenine phosphoribosyltransferase,R04378,MRL,C00013; C04677,C00119; C04051,Km_C00119: 0.0675; Km_C04051: 0.025644096; Km_C00013: 0.051892456; Km_C04677: 0.022413682,Kcat_F: 2.6009233725; Kcat_R: 2.3062446555,C00119;C04677;C00020;C04051;C00013;C00144;C00242;C00147,C00020_KI: 0.023589913;C00147_KI: 0.010649251;C00144_KI: 0.023924327;C00013_KI: 0.051892456;C00119_KI: 0.063160188;C04677_KI: 0.022413682;C00242_KI: 0.009411949;C04051_KI: 0.025644096
WP_000089084.1,1.2.1.8,Escherichia coli,R441,Betaine-aldehyde dehydrogenase,R02565,MRL,C00001; C00003; C00576,C00004; C00080; C00719,Km_C00004: 0.056657359; Km_C00080: 0.653245747; Km_C00719: 1.157301188; Km_C00001: 0.683857381; Km_C00003: 0.166155353; Km_C00576: 0.13,Kcat_F: 11.865681222666666; Kcat_R: 7.030989975000001,C00719;C00003;C00576;C00004;C00006;C00080;C00005;C00001,C00005_KI: 0.037206434;C00003_KI: 0.166155353;C00576_KI: 1.354977608;C00006_KI: 0.085042663;C00719_KI: 1.157301188;C00080_KI: 0.653245747;C00001_KI: 0.683857381;C00004_KI: 0.056657359
WP_000089084.1,1.2.1.8,Escherichia coli,R442,Betaine-aldehyde dehydrogenase,R02566,MRL,C00001; C00006; C00576,C00005; C00080; C00719,Km_C00005: 0.037206434; Km_C00080: 0.653245747; Km_C00719: 1.157301188; Km_C00001: 0.683857381; Km_C00006: 0.57125; Km_C00576: 0.13,Kcat_F: 11.949411180666667; Kcat_R: 7.0552498495,C00719;C00003;C00576;C00004;C00006;C00080;C00005;C00001,C00005_KI: 0.037206434;C00003_KI: 0.166155353;C00576_KI: 1.354977608;C00006_KI: 0.085042663;C00719_KI: 1.157301188;C00080_KI: 0.653245747;C00001_KI: 0.683857381;C00004_KI: 0.056657359
WP_000853869.1,4.1.2.40,Escherichia coli,R443,Tagatose-bisphosphate aldolase,R01069,MRL,C03785,C00111; C00118,Km_C00111: 0.368511468; Km_C00118: 0.360035628; Km_C03785: 0.188512027,Kcat_F: 0.620672116; Kcat_R: 8.6813297235,C00118;C00111;C03785,C03785_KI: 0.188512027;C00118_KI: 0.360035628;C00111_KI: 0.368511468
WP_000639996.1,4.1.3.36,Escherichia coli,R444,"1,4-dihydroxy-2-naphthoyl-coa synthase",R04150,MRL,C03160,C00010; C03657,Km_C00010: 0.052870546; Km_C03657: 0.031073755; Km_C03160: 0.0259,Kcat_F: 0.062; Kcat_R: 920.5437117,C03160;C15547;C00001;C00010;C03657,C03657_KI: 0.031073755;C03160_KI: 0.060660176;C00001_KI: 0.902006209;C15547_KI: 0.2616526715;C00010_KI: 0.052870546
WP_000639996.1,4.1.3.36,Escherichia coli,R445,"1,4-dihydroxy-2-naphthoyl-coa synthase",R07263,MRL,C03160,C00001; C15547,Km_C00001: 0.902006209; Km_C15547: 0.4639531045; Km_C03160: 0.0259,Kcat_F: 0.062; Kcat_R: 117.7395403,C03160;C15547;C00001;C00010;C03657,C03657_KI: 0.031073755;C03160_KI: 0.060660176;C00001_KI: 0.902006209;C15547_KI: 0.2616526715;C00010_KI: 0.052870546
WP_000332036.1,1.17.4.1,Escherichia coli,R446,Ribonucleoside-diphosphate reductase,R04294,MRL,C00001; C00343; C04232,C00342; C03723,Km_C00342: 0.934629202; Km_C03723: 0.934629202; Km_C00001: 0.934629202; Km_C00343: 0.934629202; Km_C04232: 0.934629202,Kcat_F: 2.407397168; Kcat_R: 36.94316617111479,C02090;C00361;C00112;C00343;C00015;C16663;C00342;C00008;C00705;C00206;C01346;C00001;C04232;C03170;C03723;C16664;C00035,C03723_KI: 0.12016243192307693;C00705_KI: 0.039399628;C00361_KI: 0.03523095;C02090_KI: 0.058646727;C00035_KI: 0.046675805;C01346_KI: 0.094106205;C03170_KI: 0.054228313;C00001_KI: 0.934629202;C00015_KI: 0.095948279;C16664_KI: 0.030016251;C16663_KI: 0.02834568;C04232_KI: 0.12016243192307693;C00008_KI: 0.06649565;C00206_KI: 0.03239613;C00342_KI: 0.12016243192307693;C00112_KI: 0.045992795;C00343_KI: 0.12016243192307693
WP_000332036.1,1.17.4.1,Escherichia coli,R447,Ribonucleoside-diphosphate reductase,R02017,MRL,C00001; C00206; C00343,C00008; C00342,Km_C00008: 0.06649565; Km_C00342: 0.344506994; Km_C00001: 0.934629202; Km_C00206: 0.03239613; Km_C00343: 0.344506994,Kcat_F: 6.19173634; Kcat_R: 11.84904816,C02090;C00361;C00112;C00343;C00015;C16663;C00342;C00008;C00705;C00206;C01346;C00001;C04232;C03170;C03723;C16664;C00035,C03723_KI: 0.12016243192307693;C00705_KI: 0.039399628;C00361_KI: 0.03523095;C02090_KI: 0.058646727;C00035_KI: 0.046675805;C01346_KI: 0.094106205;C03170_KI: 0.054228313;C00001_KI: 0.934629202;C00015_KI: 0.095948279;C16664_KI: 0.030016251;C16663_KI: 0.02834568;C04232_KI: 0.12016243192307693;C00008_KI: 0.06649565;C00206_KI: 0.03239613;C00342_KI: 0.12016243192307693;C00112_KI: 0.045992795;C00343_KI: 0.12016243192307693
WP_000332036.1,1.17.4.1,Escherichia coli,R448,Ribonucleoside-diphosphate reductase,R02018,MRL,C00001; C00343; C01346,C00015; C00342,Km_C00015: 0.095948279; Km_C00342: 0.374894562; Km_C00001: 0.934629202; Km_C00343: 0.374894562; Km_C01346: 0.094106205,Kcat_F: 5.872392103499999; Kcat_R: 10.92742667,C02090;C00361;C00112;C00343;C00015;C16663;C00342;C00008;C00705;C00206;C01346;C00001;C04232;C03170;C03723;C16664;C00035,C03723_KI: 0.12016243192307693;C00705_KI: 0.039399628;C00361_KI: 0.03523095;C02090_KI: 0.058646727;C00035_KI: 0.046675805;C01346_KI: 0.094106205;C03170_KI: 0.054228313;C00001_KI: 0.934629202;C00015_KI: 0.095948279;C16664_KI: 0.030016251;C16663_KI: 0.02834568;C04232_KI: 0.12016243192307693;C00008_KI: 0.06649565;C00206_KI: 0.03239613;C00342_KI: 0.12016243192307693;C00112_KI: 0.045992795;C00343_KI: 0.12016243192307693
WP_000332036.1,1.17.4.1,Escherichia coli,R449,Ribonucleoside-diphosphate reductase,R02019,MRL,C00001; C00343; C00361,C00035; C00342,Km_C00035: 0.046675805; Km_C00342: 0.33884531900000003; Km_C00001: 0.934629202; Km_C00343: 0.33884531900000003; Km_C00361: 0.03523095,Kcat_F: 1.4360528975; Kcat_R: 8.301348318,C02090;C00361;C00112;C00343;C00015;C16663;C00342;C00008;C00705;C00206;C01346;C00001;C04232;C03170;C03723;C16664;C00035,C03723_KI: 0.12016243192307693;C00705_KI: 0.039399628;C00361_KI: 0.03523095;C02090_KI: 0.058646727;C00035_KI: 0.046675805;C01346_KI: 0.094106205;C03170_KI: 0.054228313;C00001_KI: 0.934629202;C00015_KI: 0.095948279;C16664_KI: 0.030016251;C16663_KI: 0.02834568;C04232_KI: 0.12016243192307693;C00008_KI: 0.06649565;C00206_KI: 0.03239613;C00342_KI: 0.12016243192307693;C00112_KI: 0.045992795;C00343_KI: 0.12016243192307693
WP_000332036.1,1.17.4.1,Escherichia coli,R450,Ribonucleoside-diphosphate reductase,R02024,MRL,C00001; C00343; C00705,C00112; C00342,Km_C00112: 0.045992795; Km_C00342: 0.34000720833333337; Km_C00001: 0.934629202; Km_C00343: 0.34000720833333337; Km_C00705: 0.039399628,Kcat_F: 7.728792464; Kcat_R: 8.115,C02090;C00361;C00112;C00343;C00015;C16663;C00342;C00008;C00705;C00206;C01346;C00001;C04232;C03170;C03723;C16664;C00035,C03723_KI: 0.12016243192307693;C00705_KI: 0.039399628;C00361_KI: 0.03523095;C02090_KI: 0.058646727;C00035_KI: 0.046675805;C01346_KI: 0.094106205;C03170_KI: 0.054228313;C00001_KI: 0.934629202;C00015_KI: 0.095948279;C16664_KI: 0.030016251;C16663_KI: 0.02834568;C04232_KI: 0.12016243192307693;C00008_KI: 0.06649565;C00206_KI: 0.03239613;C00342_KI: 0.12016243192307693;C00112_KI: 0.045992795;C00343_KI: 0.12016243192307693
WP_000332036.1,1.17.4.1,Escherichia coli,R451,Ribonucleoside-diphosphate reductase,R08363,MRL,C00001; C04232; C16664,C03723; C16663,Km_C03723: 0.3309970443333334; Km_C16663: 0.02834568; Km_C00001: 0.934629202; Km_C04232: 0.3309970443333334; Km_C16664: 0.030016251,Kcat_F: 3.903035; Kcat_R: 4.368192191,C02090;C00361;C00112;C00343;C00015;C16663;C00342;C00008;C00705;C00206;C01346;C00001;C04232;C03170;C03723;C16664;C00035,C03723_KI: 0.12016243192307693;C00705_KI: 0.039399628;C00361_KI: 0.03523095;C02090_KI: 0.058646727;C00035_KI: 0.046675805;C01346_KI: 0.094106205;C03170_KI: 0.054228313;C00001_KI: 0.934629202;C00015_KI: 0.095948279;C16664_KI: 0.030016251;C16663_KI: 0.02834568;C04232_KI: 0.12016243192307693;C00008_KI: 0.06649565;C00206_KI: 0.03239613;C00342_KI: 0.12016243192307693;C00112_KI: 0.045992795;C00343_KI: 0.12016243192307693
WP_000332036.1,1.17.4.1,Escherichia coli,R452,Ribonucleoside-diphosphate reductase,R08364,MRL,C00001; C03170; C04232,C02090; C03723,Km_C02090: 0.058646727; Km_C03723: 0.34916808066666666; Km_C00001: 0.934629202; Km_C03170: 0.054228313; Km_C04232: 0.34916808066666666,Kcat_F: 33.033846763999996; Kcat_R: 19.53106543,C02090;C00361;C00112;C00343;C00015;C16663;C00342;C00008;C00705;C00206;C01346;C00001;C04232;C03170;C03723;C16664;C00035,C03723_KI: 0.12016243192307693;C00705_KI: 0.039399628;C00361_KI: 0.03523095;C02090_KI: 0.058646727;C00035_KI: 0.046675805;C01346_KI: 0.094106205;C03170_KI: 0.054228313;C00001_KI: 0.934629202;C00015_KI: 0.095948279;C16664_KI: 0.030016251;C16663_KI: 0.02834568;C04232_KI: 0.12016243192307693;C00008_KI: 0.06649565;C00206_KI: 0.03239613;C00342_KI: 0.12016243192307693;C00112_KI: 0.045992795;C00343_KI: 0.12016243192307693
WP_001217335.1,1.7.1.7,Escherichia coli,R453,Gmp reductase,R01134,MRL,C00006; C00014; C00130,C00005; C00080; C00144,Km_C00005: 0.0147; Km_C00080: 1.416897535; Km_C00144: 0.0055; Km_C00006: 0.041076548; Km_C00014: 2.002981424; Km_C00130: 0.031564109,Kcat_F: 53.71167889333333; Kcat_R: 26.234212515,C00014;C00144;C00006;C00080;C00005;C00130,C00005_KI: 0.01557366;C00130_KI: 0.031564109;C00014_KI: 2.002981424;C00144_KI: 0.028494202;C00006_KI: 0.041076548;C00080_KI: 1.416897535
WP_000893272.1,1.2.1.41,Escherichia coli,R454,Glutamate-5-semialdehyde dehydrogenase,R03313,MRL,C00006; C00009; C01165,C00005; C00080; C03287,Km_C00005: 0.039560795; Km_C00080: 0.657063842; Km_C03287: 0.307542831; Km_C00006: 0.11499999999999999; Km_C00009: 1.657769561; Km_C01165: 2.2,Kcat_F: 9.454818469333333; Kcat_R: 17.390773305,C01165;C00009;C00006;C00080;C00005;C03287,C03287_KI: 0.307542831;C01165_KI: 0.918889463;C00080_KI: 0.657063842;C00006_KI: 0.124693066;C00009_KI: 1.657769561;C00005_KI: 0.039560795
WP_001291990.1,2.4.2.22,Escherichia coli,R455,Xanthine phosphoribosyltransferase,R02142,MRL,C00013; C00655,C00119; C00385,Km_C00119: 0.139; Km_C00385: 0.0174; Km_C00013: 0.11156448; Km_C00655: 0.029979756,Kcat_F: 0.0028437310000000004; Kcat_R: 131.0,C00119;C00655;C00013;C00144;C00385;C00242,C00144_KI: 0.027813138;C00119_KI: 0.103107788;C00655_KI: 0.029979756;C00013_KI: 0.11156448;C00385_KI: 0.020254077;C00242_KI: 0.015021576
WP_001291990.1,2.4.2.22,Escherichia coli,R456,Xanthine phosphoribosyltransferase,R01229,MRL,C00013; C00144,C00119; C00242,Km_C00119: 0.139; Km_C00242: 0.0043; Km_C00013: 0.11156448; Km_C00144: 0.027813138,Kcat_F: 0.001839427; Kcat_R: 112.0,C00119;C00655;C00013;C00144;C00385;C00242,C00144_KI: 0.027813138;C00119_KI: 0.103107788;C00655_KI: 0.029979756;C00013_KI: 0.11156448;C00385_KI: 0.020254077;C00242_KI: 0.015021576
WP_000493947.1,2.5.1.9,Escherichia coli,R457,Riboflavin synthase,R00066,MRL,C04332,C00255; C04732,Km_C00255: 0.004734037; Km_C04732: 0.011616812; Km_C04332: 0.007009075,Kcat_F: 0.00833; Kcat_R: 0.286855287,C04732;C04332;C00255,C00255_KI: 0.004734037;C04332_KI: 0.007009075;C04732_KI: 0.011616812
WP_001058802.1,1.1.1.2,Escherichia coli,R458,Alcohol dehydrogenase (nadp+),R07328,MRL,C00006; C00069,C00005; C00071; C00080,Km_C00005: 0.071021505; Km_C00071: 1.3257581866666668; Km_C00080: 3.693367481; Km_C00006: 0.212885574; Km_C00069: 1.3257581866666668,Kcat_F: 5.299930475; Kcat_R: 6.078221034,C00071;C00116;C00006;C00080;C00577;C00005;C00469;C00084;C06103;C06102;C00069;C00226,C00069_KI: 2.4196380335555556;C00577_KI: 2.040300369;C06103_KI: 0.695547163;C00005_KI: 0.071021505;C00116_KI: 5.371451378;C00226_KI: 2.4196380335555556;C00469_KI: 5.76950407;C06102_KI: 0.601238847;C00006_KI: 0.212885574;C00071_KI: 2.4196380335555556;C00080_KI: 3.693367481;C00084_KI: 3.321425915
WP_001058802.1,1.1.1.2,Escherichia coli,R459,Alcohol dehydrogenase (nadp+),R00625,MRL,C00006; C00226,C00005; C00071; C00080,Km_C00005: 0.071021505; Km_C00071: 1.3257581866666668; Km_C00080: 3.693367481; Km_C00006: 0.212885574; Km_C00226: 1.3257581866666668,Kcat_F: 5.299930475; Kcat_R: 6.078221034,C00071;C00116;C00006;C00080;C00577;C00005;C00469;C00084;C06103;C06102;C00069;C00226,C00069_KI: 2.4196380335555556;C00577_KI: 2.040300369;C06103_KI: 0.695547163;C00005_KI: 0.071021505;C00116_KI: 5.371451378;C00226_KI: 2.4196380335555556;C00469_KI: 5.76950407;C06102_KI: 0.601238847;C00006_KI: 0.212885574;C00071_KI: 2.4196380335555556;C00080_KI: 3.693367481;C00084_KI: 3.321425915
WP_001058802.1,1.1.1.2,Escherichia coli,R460,Alcohol dehydrogenase (nadp+),R00746,MRL,C00006; C00469,C00005; C00080; C00084,Km_C00005: 0.071021505; Km_C00080: 3.693367481; Km_C00084: 28.47; Km_C00006: 0.212885574; Km_C00469: 5.76950407,Kcat_F: 5.4128640165; Kcat_R: 29.789110517,C00071;C00116;C00006;C00080;C00577;C00005;C00469;C00084;C06103;C06102;C00069;C00226,C00069_KI: 2.4196380335555556;C00577_KI: 2.040300369;C06103_KI: 0.695547163;C00005_KI: 0.071021505;C00116_KI: 5.371451378;C00226_KI: 2.4196380335555556;C00469_KI: 5.76950407;C06102_KI: 0.601238847;C00006_KI: 0.212885574;C00071_KI: 2.4196380335555556;C00080_KI: 3.693367481;C00084_KI: 3.321425915
WP_001058802.1,1.1.1.2,Escherichia coli,R461,Alcohol dehydrogenase (nadp+),R01041,MRL,C00006; C00116,C00005; C00080; C00577,Km_C00005: 0.071021505; Km_C00080: 3.693367481; Km_C00577: 2.040300369; Km_C00006: 0.212885574; Km_C00116: 5.371451378,Kcat_F: 4.97376151; Kcat_R: 6.9810084435,C00071;C00116;C00006;C00080;C00577;C00005;C00469;C00084;C06103;C06102;C00069;C00226,C00069_KI: 2.4196380335555556;C00577_KI: 2.040300369;C06103_KI: 0.695547163;C00005_KI: 0.071021505;C00116_KI: 5.371451378;C00226_KI: 2.4196380335555556;C00469_KI: 5.76950407;C06102_KI: 0.601238847;C00006_KI: 0.212885574;C00071_KI: 2.4196380335555556;C00080_KI: 3.693367481;C00084_KI: 3.321425915
WP_001058802.1,1.1.1.2,Escherichia coli,R462,Alcohol dehydrogenase (nadp+),R05231,MRL,C00006; C06103,C00005; C00080; C06102,Km_C00005: 0.071021505; Km_C00080: 3.693367481; Km_C06102: 0.601238847; Km_C00006: 0.212885574; Km_C06103: 0.695547163,Kcat_F: 3.5228650745; Kcat_R: 5.0400351905,C00071;C00116;C00006;C00080;C00577;C00005;C00469;C00084;C06103;C06102;C00069;C00226,C00069_KI: 2.4196380335555556;C00577_KI: 2.040300369;C06103_KI: 0.695547163;C00005_KI: 0.071021505;C00116_KI: 5.371451378;C00226_KI: 2.4196380335555556;C00469_KI: 5.76950407;C06102_KI: 0.601238847;C00006_KI: 0.212885574;C00071_KI: 2.4196380335555556;C00080_KI: 3.693367481;C00084_KI: 3.321425915
WP_001151604.1,1.1.1.95,Escherichia coli,R463,Phosphoglycerate dehydrogenase,R01513,MRL,C00003; C00197,C00004; C00080; C03232,Km_C00004: 0.026533185; Km_C00080: 0.684385955; Km_C03232: 23.034; Km_C00003: 0.066957682; Km_C00197: 0.49,Kcat_F: 7.010531985; Kcat_R: 2.0896916455000003,C00003;C02630;C00197;C00004;C00080;C00026;C03232,C00004_KI: 0.026533185;C03232_KI: 0.046131901;C02630_KI: 0.227477387;C00003_KI: 0.066957682;C00197_KI: 0.144952103;C00026_KI: 0.125998065;C00080_KI: 0.684385955
