Accession Number,EC,Species,Label,Enzyme,Reaction ID,Substrates,Products,Km,Kcat
WP_000861334.1,5.2.1.8,,R336,Peptidylprolyl isomerase,R04273,C03798,C03633,Km_C03633: nan; Km_C03798: nan,Kcat_C03633: nan; Kcat_C03798: nan
WP_000816480.1,5.4.2.7,,R337,Phosphopentomutase,R01057,C00620,C00117,Km_C00117: 1.030040565203104; Km_C00620: 0.043,Kcat_C00117: 1.030040565203104; Kcat_C00620: 0.0
WP_000816480.1,5.4.2.7,,R338,Phosphopentomutase,R02749,C00672,C00673,Km_C00673: 0.4947031924292535; Km_C00672: 0.016,Kcat_C00673: 0.4947031924292535; Kcat_C00672: 0.0
WP_000699450.1,4.2.1.46,,R339,Dtdp-glucose 4;6-dehydratase,R06513,C00842,C00001; C11907,Km_C00001: 3.330378025789272; Km_C11907: 0.0; Km_C00842: 0.05960000000000001,Kcat_C00001: 3.330378025789272; Kcat_C11907: 0.044; Kcat_C00842: 0.0
WP_001008532.1,1.1.1.100,,R340,3-oxoacyl-[acyl-carrier-protein] reductase,R02767,C00006; C01271,C00005; C00080; C00685,Km_C00005: 0.01; Km_C00080: nan; Km_C00685: nan; Km_C00006: 0.0490535463649808; Km_C01271: nan,Kcat_C00005: 0.59; Kcat_C00080: nan; Kcat_C00685: nan; Kcat_C00006: 0.0490535463649808; Kcat_C01271: nan
WP_001008532.1,1.1.1.100,,R341,3-oxoacyl-[acyl-carrier-protein] reductase,R04533,C00006; C04618,C00005; C00080; C05744,Km_C00005: 0.01; Km_C00080: nan; Km_C05744: nan; Km_C00006: 0.0490535463649808; Km_C04618: nan,Kcat_C00005: 0.59; Kcat_C00080: nan; Kcat_C05744: nan; Kcat_C00006: 0.0490535463649808; Kcat_C04618: nan
WP_001008532.1,1.1.1.100,,R342,3-oxoacyl-[acyl-carrier-protein] reductase,R04534,C00006; C04619,C00005; C05753,Km_C00005: 0.01; Km_C05753: nan; Km_C00006: 0.0490535463649808; Km_C04619: nan,Kcat_C00005: 0.59; Kcat_C05753: nan; Kcat_C00006: 0.0490535463649808; Kcat_C04619: nan
WP_001008532.1,1.1.1.100,,R343,3-oxoacyl-[acyl-carrier-protein] reductase,R04536,C00006; C04620,C00005; C00080; C05750,Km_C00005: 0.01; Km_C00080: nan; Km_C05750: nan; Km_C00006: 0.0490535463649808; Km_C04620: nan,Kcat_C00005: 0.59; Kcat_C00080: nan; Kcat_C05750: nan; Kcat_C00006: 0.0490535463649808; Kcat_C04620: nan
WP_001008532.1,1.1.1.100,,R344,3-oxoacyl-[acyl-carrier-protein] reductase,R04543,C00006; C04633,C00005; C00080; C05762,Km_C00005: 0.01; Km_C00080: nan; Km_C05762: nan; Km_C00006: 0.0490535463649808; Km_C04633: nan,Kcat_C00005: 0.59; Kcat_C00080: nan; Kcat_C05762: nan; Kcat_C00006: 0.0490535463649808; Kcat_C04633: nan
WP_001008532.1,1.1.1.100,,R345,3-oxoacyl-[acyl-carrier-protein] reductase,R04566,C00006; C04688,C00005; C00080; C05759,Km_C00005: 0.01; Km_C00080: nan; Km_C05759: nan; Km_C00006: 0.0490535463649808; Km_C04688: nan,Kcat_C00005: 0.59; Kcat_C00080: nan; Kcat_C05759: nan; Kcat_C00006: 0.0490535463649808; Kcat_C04688: nan
WP_001008532.1,1.1.1.100,,R346,3-oxoacyl-[acyl-carrier-protein] reductase,R04953,C00006; C05747,C00005; C00080; C05746,Km_C00005: 0.01; Km_C00080: nan; Km_C05746: nan; Km_C00006: 0.0490535463649808; Km_C05747: nan,Kcat_C00005: 0.59; Kcat_C00080: nan; Kcat_C05746: nan; Kcat_C00006: 0.0490535463649808; Kcat_C05747: nan
WP_001008532.1,1.1.1.100,,R347,3-oxoacyl-[acyl-carrier-protein] reductase,R04964,C00006; C05757,C00005; C00080; C05756,Km_C00005: 0.01; Km_C00080: nan; Km_C05756: nan; Km_C00006: 0.0490535463649808; Km_C05757: nan,Kcat_C00005: 0.59; Kcat_C00080: nan; Kcat_C05756: nan; Kcat_C00006: 0.0490535463649808; Kcat_C05757: nan
WP_001008532.1,1.1.1.100,,R348,3-oxoacyl-[acyl-carrier-protein] reductase,R07763,C00005; C00080; C16219,C00006; C16220,Km_C00006: 0.0490535463649808; Km_C16220: 0.0037195755433953; Km_C00005: 0.01; Km_C00080: nan; Km_C16219: 0.0683091638205765,Kcat_C00006: 0.0490535463649808; Kcat_C16220: 0.0037195755433953; Kcat_C00005: 0.59; Kcat_C00080: nan; Kcat_C16219: 0.0683091638205765
WP_001301272.1,3.5.1.16,,R349,Acetylornithine deacetylase,R00669,C00001; C00437,C00033; C00077,Km_C00033: 1.020736856947413; Km_C00077: 2.138770570739133; Km_C00001: 2.2829792236768154; Km_C00437: 1.0,Kcat_C00033: 1.020736856947413; Kcat_C00077: 2.138770570739133; Kcat_C00001: 2.2829792236768154; Kcat_C00437: 2700.0
WP_001301272.1,3.5.1.16,,R350,Acetylornithine deacetylase,R09107,C00001; C15532,C00033; C00327,Km_C00033: 1.020736856947413; Km_C00327: 3.1763596045661933; Km_C00001: 2.2829792236768154; Km_C15532: nan,Kcat_C00033: 1.020736856947413; Kcat_C00327: 3.1763596045661933; Kcat_C00001: 2.2829792236768154; Kcat_C15532: nan
WP_000860273.1,1.1.1.305,,R351,Udp-glucuronic acid dehydrogenase (udp-4-keto-hexauronic acid,R07658,C00003; C00167,C00004; C00011; C00080; C16155,Km_C00004: 14.203000204327486; Km_C00011: 16.54652856821352; Km_C00080: nan; Km_C16155: nan; Km_C00003: 11.688145860291266; Km_C00167: 12.591955037739291,Kcat_C00004: 14.203000204327486; Kcat_C00011: 16.54652856821352; Kcat_C00080: nan; Kcat_C16155: nan; Kcat_C00003: 11.688145860291266; Kcat_C00167: 12.591955037739291
WP_000689844.1,3.2.2.16,,R352,Methylthioadenosine nucleosidase,R01401,C00001; C00170,C00147; C03089,Km_C00147: 9.770047677363006; Km_C03089: 2.7363795664564075; Km_C00001: 2.350930908966825; Km_C00170: 0.00031,Kcat_C00147: 9.770047677363006; Kcat_C03089: 2.7363795664564075; Kcat_C00001: 2.350930908966825; Kcat_C00170: 0.0
WP_001012606.1,2.2.1.6,,R353,Acetolactate synthase,R00006,C00011; C00900,C00022,Km_C00022: 11.079999999999998; Km_C00011: 6.539109971266937; Km_C00900: 2.991060320150648,Kcat_C00022: 38.599999999999994; Kcat_C00011: 6.539109971266937; Kcat_C00900: 2.991060320150648
WP_001012606.1,2.2.1.6,,R354,Acetolactate synthase,R00226,C00011; C06010,C00022,Km_C00022: 11.079999999999998; Km_C00011: 6.539109971266937; Km_C06010: 2.991060320150648,Kcat_C00022: 38.599999999999994; Kcat_C00011: 6.539109971266937; Kcat_C06010: 2.991060320150648
WP_001012606.1,2.2.1.6,,R355,Acetolactate synthase,R00014,C00022; C00068,C00011; C05125,Km_C00011: 6.539109971266937; Km_C05125: 3.4701196635925218; Km_C00022: 11.079999999999998; Km_C00068: 4.131628364497447,Kcat_C00011: 6.539109971266937; Kcat_C05125: 3.4701196635925218; Kcat_C00022: 38.599999999999994; Kcat_C00068: 4.131628364497447
WP_001012606.1,2.2.1.6,,R356,Acetolactate synthase,R03050,C00068; C00900,C00022; C05125,Km_C00022: 11.079999999999998; Km_C05125: 3.4701196635925218; Km_C00068: 4.131628364497447; Km_C00900: 2.991060320150648,Kcat_C00022: 38.599999999999994; Kcat_C05125: 3.4701196635925218; Kcat_C00068: 4.131628364497447; Kcat_C00900: 2.991060320150648
WP_001012606.1,2.2.1.6,,R357,Acetolactate synthase,R04672,C00068; C06010,C00022; C05125,Km_C00022: 11.079999999999998; Km_C05125: 3.4701196635925218; Km_C00068: 4.131628364497447; Km_C06010: 2.991060320150648,Kcat_C00022: 38.599999999999994; Kcat_C05125: 3.4701196635925218; Kcat_C00068: 4.131628364497447; Kcat_C06010: 2.991060320150648
WP_001012606.1,2.2.1.6,,R358,Acetolactate synthase,R04673,C00109; C05125,C00068; C06006,Km_C00068: 4.131628364497447; Km_C06006: 2.799942075255128; Km_C00109: 150.0055; Km_C05125: 3.4701196635925218,Kcat_C00068: 4.131628364497447; Kcat_C06006: 2.799942075255128; Kcat_C00109: 3.3; Kcat_C05125: 3.4701196635925218
WP_001012606.1,2.2.1.6,,R359,Acetolactate synthase,R08648,C00022; C00109,C00011; C06006,Km_C00011: 6.539109971266937; Km_C06006: 2.799942075255128; Km_C00022: 11.079999999999998; Km_C00109: 150.0055,Kcat_C00011: 6.539109971266937; Kcat_C06006: 2.799942075255128; Kcat_C00022: 38.599999999999994; Kcat_C00109: 3.3
WP_001109196.1,2.5.1.54,,R360,3-deoxy-7-phosphoheptulonate synthase,R01826,C00001; C00074; C00279,C00009; C04691,Km_C00009: 24.01834460085249; Km_C04691: 10.48698257580221; Km_C00001: 6.608342510453435; Km_C00074: 0.025; Km_C00279: 0.65,Kcat_C00009: 24.01834460085249; Kcat_C04691: 10.48698257580221; Kcat_C00001: 6.608342510453435; Kcat_C00074: 62.3; Kcat_C00279: 0.233
WP_000593273.1,6.3.2.3,,R361,Glutathione synthase,R00497,C00002; C00037; C00669,C00008; C00009; C00051,Km_C00008: 205.9305663526465; Km_C00009: 332.007824700128; Km_C00051: 305.13129883641204; Km_C00002: 183.41867367444536; Km_C00037: 46.19987696020655; Km_C00669: 1.826,Kcat_C00008: 205.9305663526465; Kcat_C00009: 332.007824700128; Kcat_C00051: 305.13129883641204; Kcat_C00002: 183.41867367444536; Kcat_C00037: 46.19987696020655; Kcat_C00669: 0.0
WP_000636571.1,1.1.1.298,,R362,3-hydroxypropionate dehydrogenase (nadp+),R09289,C00006; C01013,C00005; C00080; C00222,Km_C00005: 14.155151651165326; Km_C00080: nan; Km_C00222: 9.173554946311937; Km_C00006: 7.290255713354981; Km_C01013: 0.8873572458813889,Kcat_C00005: 14.155151651165326; Kcat_C00080: nan; Kcat_C00222: 9.173554946311937; Kcat_C00006: 7.290255713354981; Kcat_C01013: 0.8873572458813889
WP_000789500.1,1.6.5.9,,R363,Nadh:quinone reductase (non-electrogenic),R02163,C00003; C00390,C00004; C00080; C00399,Km_C00004: 29.578157978635016; Km_C00080: nan; Km_C00399: 30.428332470694315; Km_C00003: 19.509477679774992; Km_C00390: 12.112032878338791,Kcat_C00004: 29.578157978635016; Kcat_C00080: nan; Kcat_C00399: 30.428332470694315; Kcat_C00003: 19.509477679774992; Kcat_C00390: 12.112032878338791
WP_000779102.1,3.1.4.46,,R364,Glycerophosphodiester phosphodiesterase,R00857,C00001; C03120,C00069; C00093,Km_C00069: nan; Km_C00093: 169.41345391973385; Km_C00001: 23.25129120157975; Km_C03120: nan,Kcat_C00069: nan; Kcat_C00093: 169.41345391973385; Kcat_C00001: 23.25129120157975; Kcat_C03120: nan
WP_000779102.1,3.1.4.46,,R365,Glycerophosphodiester phosphodiesterase,R01030,C00001; C00670,C00093; C00114,Km_C00093: 169.41345391973385; Km_C00114: 330.3879356946343; Km_C00001: 23.25129120157975; Km_C00670: 412.1424684837757,Kcat_C00093: 169.41345391973385; Kcat_C00114: 330.3879356946343; Kcat_C00001: 23.25129120157975; Kcat_C00670: 412.1424684837757
WP_000779102.1,3.1.4.46,,R366,Glycerophosphodiester phosphodiesterase,R01470,C00001; C01233,C00093; C00189,Km_C00093: 169.41345391973385; Km_C00189: 123.54702280208056; Km_C00001: 23.25129120157975; Km_C01233: 0.66,Kcat_C00093: 169.41345391973385; Kcat_C00189: 123.54702280208056; Kcat_C00001: 23.25129120157975; Kcat_C01233: 2.8
WP_001295473.1,2.4.2.9,,R367,Uracil phosphoribosyltransferase,R00966,C00013; C00105,C00106; C00119,Km_C00106: 3.2043479695761623; Km_C00119: 0.073; Km_C00013: 0.1434632020359437; Km_C00105: 3.604279028220617,Kcat_C00106: 3.2043479695761623; Kcat_C00119: 0.0; Kcat_C00013: 0.1434632020359437; Kcat_C00105: 3.604279028220617
WP_000099534.1,4.2.1.3,,R368,Aconitate hydratase,R01324,C00158,C00311,Km_C00311: 5.557925253897178; Km_C00158: 6.538237946593976,Kcat_C00311: 5.557925253897178; Kcat_C00158: 6.538237946593976
WP_000099534.1,4.2.1.3,,R369,Aconitate hydratase,R01325,C00158,C00001; C00417,Km_C00001: 4.492952509435819; Km_C00417: 0.037000000000000005; Km_C00158: 6.538237946593976,Kcat_C00001: 4.492952509435819; Kcat_C00417: 0.0; Kcat_C00158: 6.538237946593976
WP_000099534.1,4.2.1.3,,R370,Aconitate hydratase,R01900,C00311,C00001; C00417,Km_C00001: 4.492952509435819; Km_C00417: 0.037000000000000005; Km_C00311: 5.557925253897178,Kcat_C00001: 4.492952509435819; Kcat_C00417: 0.0; Kcat_C00311: 5.557925253897178
WP_000624298.1,4.3.1.17,,R371,L-serine ammonia-lyase,R00220,C00065,C00014; C00022,Km_C00014: 17.86179164388484; Km_C00022: 14.146384449521866; Km_C00065: 3.54728232602962,Kcat_C00014: 17.86179164388484; Kcat_C00022: 14.146384449521866; Kcat_C00065: 3.54728232602962
WP_000624298.1,4.3.1.17,,R372,L-serine ammonia-lyase,R00590,C00065,C00001; C02218,Km_C00001: 1.4882368088148543; Km_C02218: 0.7259486307850649; Km_C00065: 3.54728232602962,Kcat_C00001: 1.4882368088148543; Kcat_C02218: 0.7259486307850649; Kcat_C00065: 3.54728232602962
WP_000624298.1,4.3.1.17,,R373,L-serine ammonia-lyase,R06131,C05167,C00014; C00161,Km_C00014: 17.86179164388484; Km_C00161: nan; Km_C05167: nan,Kcat_C00014: 17.86179164388484; Kcat_C00161: nan; Kcat_C05167: nan
WP_000624298.1,4.3.1.17,,R374,L-serine ammonia-lyase,R08698,C00001; C02218,C00014; C00022,Km_C00014: 17.86179164388484; Km_C00022: 14.146384449521866; Km_C00001: 1.4882368088148543; Km_C02218: 0.7259486307850649,Kcat_C00014: 17.86179164388484; Kcat_C00022: 14.146384449521866; Kcat_C00001: 1.4882368088148543; Kcat_C02218: 0.7259486307850649
WP_000081903.1,2.4.1.1,,R375,Glycogen phosphorylase,R01821,C00009,C00103; C00718,Km_C00103: 1.0; Km_C00718: nan; Km_C00009: 3.292005990173254,Kcat_C00103: 0.0; Kcat_C00718: nan; Kcat_C00009: 3.292005990173254
WP_000081903.1,2.4.1.1,,R376,Glycogen phosphorylase,R02111,C00009; C00369,C00103; C00718,Km_C00103: 1.0; Km_C00718: nan; Km_C00009: 3.292005990173254; Km_C00369: nan,Kcat_C00103: 0.0; Kcat_C00718: nan; Kcat_C00009: 3.292005990173254; Kcat_C00369: nan
WP_000683335.1,2.4.2.8,,R377,Hypoxanthine phosphoribosyltransferase,R01132,C00013; C00130,C00119; C00262,Km_C00119: 0.033; Km_C00262: 0.0125; Km_C00013: 0.0134893917964028; Km_C00130: 3.7627125649614497,Kcat_C00119: 0.0; Kcat_C00262: 0.0; Kcat_C00013: 0.0134893917964028; Kcat_C00130: 3.7627125649614497
WP_000683335.1,2.4.2.8,,R378,Hypoxanthine phosphoribosyltransferase,R00190,C00013; C00020,C00119; C00147,Km_C00119: 0.033; Km_C00147: 21.61499975265052; Km_C00013: 0.0134893917964028; Km_C00020: 4.427013259346926,Kcat_C00119: 0.0; Kcat_C00147: 21.61499975265052; Kcat_C00013: 0.0134893917964028; Kcat_C00020: 4.427013259346926
WP_000683335.1,2.4.2.8,,R379,Hypoxanthine phosphoribosyltransferase,R01229,C00013; C00144,C00119; C00242,Km_C00119: 0.033; Km_C00242: 0.16549999999999998; Km_C00013: 0.0134893917964028; Km_C00144: 2.4183020414821144,Kcat_C00119: 0.0; Kcat_C00242: 0.0; Kcat_C00013: 0.0134893917964028; Kcat_C00144: 2.4183020414821144
WP_000683335.1,2.4.2.8,,R380,Hypoxanthine phosphoribosyltransferase,R02142,C00013; C00655,C00119; C00385,Km_C00119: 0.033; Km_C00385: 0.7090735079469609; Km_C00013: 0.0134893917964028; Km_C00655: 3.5093494136109604,Kcat_C00119: 0.0; Kcat_C00385: 0.7090735079469609; Kcat_C00013: 0.0134893917964028; Kcat_C00655: 3.5093494136109604
WP_000683335.1,2.4.2.8,,R381,Hypoxanthine phosphoribosyltransferase,R08237,C00119; C02380,C00013; C04646,Km_C00013: 0.0134893917964028; Km_C04646: 2.67488919751557; Km_C00119: 0.033; Km_C02380: 0.4205624530662386,Kcat_C00013: 0.0134893917964028; Kcat_C04646: 2.67488919751557; Kcat_C00119: 0.0; Kcat_C02380: 0.4205624530662386
WP_000683335.1,2.4.2.8,,R382,Hypoxanthine phosphoribosyltransferase,R08238,C00119; C16614,C00013; C16615,Km_C00013: 0.0134893917964028; Km_C16615: nan; Km_C00119: 0.033; Km_C16614: nan,Kcat_C00013: 0.0134893917964028; Kcat_C16615: nan; Kcat_C00119: 0.0; Kcat_C16614: nan
WP_000683335.1,2.4.2.8,,R383,Hypoxanthine phosphoribosyltransferase,R08245,C00119; C07648,C00013; C16619,Km_C00013: 0.0134893917964028; Km_C16619: nan; Km_C00119: 0.033; Km_C07648: 0.3966365413754516,Kcat_C00013: 0.0134893917964028; Kcat_C16619: nan; Kcat_C00119: 0.0; Kcat_C07648: 0.3966365413754516
WP_000177906.1,3.2.1.23,,R384,Beta-galactosidase,R01100,C00001; C00243,C00031; C00124,Km_C00031: 262.88710379716264; Km_C00124: 262.88710379716264; Km_C00001: 33.34495839203938; Km_C00243: 312.5032440339286,Kcat_C00031: 262.88710379716264; Kcat_C00124: 262.88710379716264; Kcat_C00001: 33.34495839203938; Kcat_C00243: 312.5032440339286
WP_000177906.1,3.2.1.23,,R385,Beta-galactosidase,R01105,C00001,C00124; C05796,Km_C00124: 262.88710379716264; Km_C05796: nan; Km_C00001: 33.34495839203938,Kcat_C00124: 262.88710379716264; Kcat_C05796: nan; Kcat_C00001: 33.34495839203938
WP_000177906.1,3.2.1.23,,R386,Beta-galactosidase,R01678,C00001; C00243,C00124; C00267,Km_C00124: 262.88710379716264; Km_C00267: 262.88710379716264; Km_C00001: 33.34495839203938; Km_C00243: 312.5032440339286,Kcat_C00124: 262.88710379716264; Kcat_C00267: 262.88710379716264; Kcat_C00001: 33.34495839203938; Kcat_C00243: 312.5032440339286
WP_000177906.1,3.2.1.23,,R387,Beta-galactosidase,R03355,C00001; C01290,C00124; C01190,Km_C00124: 262.88710379716264; Km_C01190: nan; Km_C00001: 33.34495839203938; Km_C01290: nan,Kcat_C00124: 262.88710379716264; Kcat_C01190: nan; Kcat_C00001: 33.34495839203938; Kcat_C01290: nan
WP_000177906.1,3.2.1.23,,R388,Beta-galactosidase,R04633,C00001; C04911,C00124; C04884,Km_C00124: 262.88710379716264; Km_C04884: nan; Km_C00001: 33.34495839203938; Km_C04911: nan,Kcat_C00124: 262.88710379716264; Kcat_C04884: nan; Kcat_C00001: 33.34495839203938; Kcat_C04911: nan
WP_000177906.1,3.2.1.23,,R389,Beta-galactosidase,R04783,C00001; C05403,C00221; C05394,Km_C00221: 262.88710379716264; Km_C05394: 250.2502081726296; Km_C00001: 33.34495839203938; Km_C05403: 413.5933140344935,Kcat_C00221: 262.88710379716264; Kcat_C05394: 250.2502081726296; Kcat_C00001: 33.34495839203938; Kcat_C05403: 413.5933140344935
WP_000177906.1,3.2.1.23,,R390,Beta-galactosidase,R05112,C00001; C06136,C00124; C06135,Km_C00124: 262.88710379716264; Km_C06135: nan; Km_C00001: 33.34495839203938; Km_C06136: nan,Kcat_C00124: 262.88710379716264; Kcat_C06135: nan; Kcat_C00001: 33.34495839203938; Kcat_C06136: nan
WP_000118404.1,6.4.1.2,,R391,Acetyl-coa carboxylase,R00742,C00002; C00024; C00288,C00008; C00009; C00083,Km_C00008: 0.4578275820509849; Km_C00009: 0.0068869567515339; Km_C00083: 0.1; Km_C00002: 0.2737279749880686; Km_C00024: 0.5012963592686307; Km_C00288: 0.0261282712847113,Kcat_C00008: 0.4578275820509849; Kcat_C00009: 0.0068869567515339; Kcat_C00083: 0.0; Kcat_C00002: 0.2737279749880686; Kcat_C00024: 0.5012963592686307; Kcat_C00288: 0.0261282712847113
WP_000118404.1,6.4.1.2,,R392,Acetyl-coa carboxylase,R04386,C00024; C04419,C00083; C06250,Km_C00083: 0.1; Km_C06250: nan; Km_C00024: 0.5012963592686307; Km_C04419: nan,Kcat_C00083: 0.0; Kcat_C06250: nan; Kcat_C00024: 0.5012963592686307; Kcat_C04419: nan
WP_001303675.1,1.1.1.60,,R393,2-hydroxy-3-oxopropionate reductase,R01745,C00003; C00258,C00004; C00080; C01146,Km_C00004: 19.056025332995983; Km_C00080: nan; Km_C01146: 38.227055637782655; Km_C00003: 8.284674866858953; Km_C00258: 0.28,Kcat_C00004: 19.056025332995983; Kcat_C00080: nan; Kcat_C01146: 38.227055637782655; Kcat_C00003: 8.284674866858953; Kcat_C00258: 0.0
WP_001303675.1,1.1.1.60,,R394,2-hydroxy-3-oxopropionate reductase,R01747,C00006; C00258,C00005; C00080; C01146,Km_C00005: 19.00637712131486; Km_C00080: nan; Km_C01146: 38.227055637782655; Km_C00006: 8.930453059199825; Km_C00258: 0.28,Kcat_C00005: 19.00637712131486; Kcat_C00080: nan; Kcat_C01146: 38.227055637782655; Kcat_C00006: 8.930453059199825; Kcat_C00258: 0.0
WP_000433476.1,1.1.1.38,,R395,Malate dehydrogenase (oxaloacetate-decarboxylating),R00214,C00003; C00149,C00004; C00011; C00022; C00080,Km_C00004: 0.025; Km_C00011: 6.445693807692116; Km_C00022: 7.6573277605299985; Km_C00080: nan; Km_C00003: 5.230345128520458; Km_C00149: 0.64,Kcat_C00004: 0.0; Kcat_C00011: 6.445693807692116; Kcat_C00022: 7.6573277605299985; Kcat_C00080: nan; Kcat_C00003: 5.230345128520458; Kcat_C00149: 0.0
WP_000433476.1,1.1.1.38,,R396,Malate dehydrogenase (oxaloacetate-decarboxylating),R00217,C00036,C00011; C00022,Km_C00011: 6.445693807692116; Km_C00022: 7.6573277605299985; Km_C00036: 3.9666666666666663,Kcat_C00011: 6.445693807692116; Kcat_C00022: 7.6573277605299985; Kcat_C00036: 0.0
WP_000357259.1,2.5.1.7,,R397,Udp-n-acetylglucosamine 1-carboxyvinyltransferase,R00660,C00043; C00074,C00009; C04631,Km_C00009: 0.0260878435302337; Km_C04631: 2.9614495138551145; Km_C00043: 2.9487251927473794; Km_C00074: 0.0004,Kcat_C00009: 0.0260878435302337; Kcat_C04631: 2.9614495138551145; Kcat_C00043: 2.9487251927473794; Kcat_C00074: 4.275
WP_001338652.1,4.3.1.19,,R398,Threonine ammonia-lyase,R00996,C00188,C00014; C00109,Km_C00014: 7.544567374693612; Km_C00109: 2.542062461114685; Km_C00188: 1.046566765528676,Kcat_C00014: 7.544567374693612; Kcat_C00109: 2.542062461114685; Kcat_C00188: 1.046566765528676
WP_001338652.1,4.3.1.19,,R399,Threonine ammonia-lyase,R00220,C00065,C00014; C00022,Km_C00014: 7.544567374693612; Km_C00022: 3.2166424432784897; Km_C00065: 1.5941904874957775,Kcat_C00014: 7.544567374693612; Kcat_C00022: 3.2166424432784897; Kcat_C00065: 1.5941904874957775
WP_001338652.1,4.3.1.19,,R400,Threonine ammonia-lyase,R06131,C05167,C00014; C00161,Km_C00014: 7.544567374693612; Km_C00161: nan; Km_C05167: nan,Kcat_C00014: 7.544567374693612; Kcat_C00161: nan; Kcat_C05167: nan
WP_000611804.1,6.3.2.2,,R401,Glutamate-cysteine ligase,R00894,C00002; C00025; C00097,C00008; C00009; C00669,Km_C00008: 20.87792407447077; Km_C00009: 35.05512927126395; Km_C00669: 16.165239307211774; Km_C00002: 18.761886471851795; Km_C00025: 12.543670251065851; Km_C00097: 11.362023299812586,Kcat_C00008: 20.87792407447077; Kcat_C00009: 35.05512927126395; Kcat_C00669: 16.165239307211774; Kcat_C00002: 18.761886471851795; Kcat_C00025: 12.543670251065851; Kcat_C00097: 11.362023299812586
WP_000963792.1,2.6.1.11,,R402,Acetylornithine transaminase,R02283,C00026; C00437,C00025; C01250,Km_C00025: 0.1764955301805088; Km_C01250: 3.6844209423552754; Km_C00026: 2.5; Km_C00437: 0.48,Kcat_C00025: 0.1764955301805088; Kcat_C01250: 3.6844209423552754; Kcat_C00026: 0.0; Kcat_C00437: 0.0
WP_000160808.1,1.8.1.7,,R403,Glutathione-disulfide reductase,R00115,C00006; C00051,C00005; C00080; C00127,Km_C00005: 0.0205; Km_C00080: nan; Km_C00127: 318.4060566413288; Km_C00006: 30.309969699389043; Km_C00051: 78.65033056933083,Kcat_C00005: 0.0; Kcat_C00080: nan; Kcat_C00127: 318.4060566413288; Kcat_C00006: 30.309969699389043; Kcat_C00051: 78.65033056933083
WP_000160808.1,1.8.1.7,,R404,Glutathione-disulfide reductase,R00094,C00003; C00051,C00004; C00080; C00127,Km_C00004: 0.377; Km_C00080: nan; Km_C00127: 318.4060566413288; Km_C00003: 27.9858257716519; Km_C00051: 78.65033056933083,Kcat_C00004: 0.0; Kcat_C00080: nan; Kcat_C00127: 318.4060566413288; Kcat_C00003: 27.9858257716519; Kcat_C00051: 78.65033056933083
WP_000153940.1,2.1.1.14,,R405,5-methyltetrahydropteroyltriglutamate-homocysteine s-methyltransferase,R04405,C00155; C04489,C00073; C04144,Km_C00073: 8.367432476283273; Km_C04144: 7.425230382630296; Km_C00155: 7.469054557021219; Km_C04489: 0.0,Kcat_C00073: 8.367432476283273; Kcat_C04144: 7.425230382630296; Kcat_C00155: 7.469054557021219; Kcat_C04489: 0.12
WP_000153940.1,2.1.1.14,,R406,5-methyltetrahydropteroyltriglutamate-homocysteine s-methyltransferase,R09365,C04489; C05698,C04144; C05335,Km_C04144: 7.425230382630296; Km_C05335: 1.13339801852969; Km_C04489: 0.0; Km_C05698: nan,Kcat_C04144: 7.425230382630296; Kcat_C05335: 1.13339801852969; Kcat_C04489: 0.12; Kcat_C05698: nan
WP_000176278.1,4.1.1.23,,R407,Orotidine-5'-phosphate decarboxylase,R00965,C01103,C00011; C00105,Km_C00011: 7.157977087138303; Km_C00105: 5.529577624794912; Km_C01103: 7500.0014,Kcat_C00011: 7.157977087138303; Kcat_C00105: 5.529577624794912; Kcat_C01103: 42.0
WP_000586449.1,5.3.1.16,,R408,1-(5-phosphoribosyl)-5-[(5,R04640,C04896,C04916,Km_C04916: 8.759150445432445; Km_C04896: 1.7000000000000002,Kcat_C04916: 8.759150445432445; Kcat_C04896: 9.600000000000001
WP_000224714.1,4.1.3.3,,R409,N-acetylneuraminate lyase,R01811,C00270,C00022; C00645,Km_C00022: 15.15; Km_C00645: 4.4; Km_C00270: 4.1,Kcat_C00022: 1.8; Kcat_C00645: 0.0002; Kcat_C00270: 6.75
WP_000545042.1,1.6.5.9,,R410,Nadh:quinone reductase (non-electrogenic),R02163,C00003; C00390,C00004; C00080; C00399,Km_C00004: 29.578157978635016; Km_C00080: nan; Km_C00399: 30.428332470694315; Km_C00003: 19.509477679774992; Km_C00390: 12.112032878338791,Kcat_C00004: 29.578157978635016; Kcat_C00080: nan; Kcat_C00399: 30.428332470694315; Kcat_C00003: 19.509477679774992; Kcat_C00390: 12.112032878338791
WP_000970117.1,6.3.5.3,,R411,Phosphoribosylformylglycinamidine synthase,R04463,C00001; C00002; C00064; C04376,C00008; C00009; C00025; C04640,Km_C00008: 5.256402932577768; Km_C00009: 0.2357316926436058; Km_C00025: 4.1095814059848985; Km_C04640: 0.0468; Km_C00001: 2.08317633079485; Km_C00002: 5.029964738775622; Km_C00064: 6.4632723947212485; Km_C04376: 9.894702703196325,Kcat_C00008: 5.256402932577768; Kcat_C00009: 0.2357316926436058; Kcat_C00025: 4.1095814059848985; Kcat_C04640: 0.0; Kcat_C00001: 2.08317633079485; Kcat_C00002: 5.029964738775622; Kcat_C00064: 6.4632723947212485; Kcat_C04376: 9.894702703196325
