Accession Number,EC,Species,Label,Enzyme,Reaction ID,Substrates,Products,Km,Kcat
WP_001008532.1,1.1.1.100,,R345,3-oxoacyl-[acyl-carrier-protein] reductase,R04543,C00006; C04633,C00005; C00080; C05762,Km_C00005: 0.01; Km_C00080: 1.9801781177520752; Km_C05762: nan; Km_C00006: 0.0643304139375686; Km_C04633: nan,Kcat_F: 0.0490535463649808; Kcat_R: 0.59
WP_001008532.1,1.1.1.100,,R346,3-oxoacyl-[acyl-carrier-protein] reductase,R04566,C00006; C04688,C00005; C00080; C05759,Km_C00005: 0.01; Km_C00080: 1.9801781177520752; Km_C05759: nan; Km_C00006: 0.0643304139375686; Km_C04688: nan,Kcat_F: 0.0490535463649808; Kcat_R: 0.59
WP_001008532.1,1.1.1.100,,R347,3-oxoacyl-[acyl-carrier-protein] reductase,R04953,C00006; C05747,C00005; C00080; C05746,Km_C00005: 0.01; Km_C00080: 1.9801781177520752; Km_C05746: nan; Km_C00006: 0.0643304139375686; Km_C05747: nan,Kcat_F: 0.0490535463649808; Kcat_R: 0.59
WP_001008532.1,1.1.1.100,,R348,3-oxoacyl-[acyl-carrier-protein] reductase,R04964,C00006; C05757,C00005; C00080; C05756,Km_C00005: 0.01; Km_C00080: 1.9801781177520752; Km_C05756: nan; Km_C00006: 0.0643304139375686; Km_C05757: nan,Kcat_F: 0.0490535463649808; Kcat_R: 0.59
WP_001008532.1,1.1.1.100,,R349,3-oxoacyl-[acyl-carrier-protein] reductase,R07763,C00005; C00080; C16219,C00006; C16220,Km_C00006: 0.0643304139375686; Km_C16220: 0.0553167015314102; Km_C00005: 0.01; Km_C00080: 1.9801781177520752; Km_C16219: 0.0455294772982597,Kcat_F: 0.32915458191028824; Kcat_R: 0.026386560954188048
WP_001301272.1,3.5.1.16,,R350,Acetylornithine deacetylase,R00669,C00001; C00437,C00033; C00077,Km_C00033: 6.338354110717773; Km_C00077: 0.8579862713813782; Km_C00001: 2.5409064292907715; Km_C00437: 1.0,Kcat_F: 1351.1414896118383; Kcat_R: 1.579753713843273
WP_001301272.1,3.5.1.16,,R351,Acetylornithine deacetylase,R09107,C00001; C15532,C00033; C00327,Km_C00033: 6.338354110717773; Km_C00327: 0.5612928867340088; Km_C00001: 2.5409064292907715; Km_C15532: nan,Kcat_F: 2.2829792236768154; Kcat_R: 2.098548230756803
WP_000860273.1,1.1.1.305,,R352,Udp-glucuronic acid dehydrogenase (udp-4-keto-hexauronic acid,R07658,C00003; C00167,C00004; C00011; C00080; C16155,Km_C00004: 0.0155582865700125; Km_C00011: 0.3617999255657196; Km_C00080: 0.791858971118927; Km_C16155: nan; Km_C00003: 0.0367405675351619; Km_C00167: 0.1831337809562683,Kcat_F: 12.140050449015279; Kcat_R: 15.374764386270503
WP_000689844.1,3.2.2.16,,R353,Methylthioadenosine nucleosidase,R01401,C00001; C00170,C00147; C03089,Km_C00147: 0.0361907966434955; Km_C03089: 0.1584932804107666; Km_C00001: 0.6654903888702393; Km_C00170: 0.08769400000000001,Kcat_F: 2.307132121150079; Kcat_R: 6.2532136219097065
WP_001012606.1,2.2.1.6,,R354,Acetolactate synthase,R00006,C00011; C00900,C00022,Km_C00022: 11.079999999999998; Km_C00011: 5.445468902587891; Km_C00900: 0.8555349707603455,Kcat_F: 4.765085145708793; Kcat_R: 38.599999999999994
WP_001012606.1,2.2.1.6,,R355,Acetolactate synthase,R00226,C00011; C06010,C00022,Km_C00022: 11.079999999999998; Km_C00011: 5.445468902587891; Km_C06010: 0.8555349707603455,Kcat_F: 4.765085145708793; Kcat_R: 38.599999999999994
WP_001012606.1,2.2.1.6,,R356,Acetolactate synthase,R00014,C00022; C00068,C00011; C05125,Km_C00011: 5.445468902587891; Km_C05125: 0.0863395780324935; Km_C00022: 11.079999999999998; Km_C00068: 0.1190954074263572,Kcat_F: 21.36581418224872; Kcat_R: 5.004614817429729
WP_001012606.1,2.2.1.6,,R357,Acetolactate synthase,R03050,C00068; C00900,C00022; C05125,Km_C00022: 11.079999999999998; Km_C05125: 0.0863395780324935; Km_C00068: 0.1190954074263572; Km_C00900: 0.8555349707603455,Kcat_F: 3.5613443423240474; Kcat_R: 21.035059831796257
WP_001012606.1,2.2.1.6,,R358,Acetolactate synthase,R04672,C00068; C06010,C00022; C05125,Km_C00022: 11.079999999999998; Km_C05125: 0.0863395780324935; Km_C00068: 0.1190954074263572; Km_C06010: 0.8555349707603455,Kcat_F: 3.5613443423240474; Kcat_R: 21.035059831796257
WP_001012606.1,2.2.1.6,,R359,Acetolactate synthase,R04673,C00109; C05125,C00068; C06006,Km_C00068: 0.1190954074263572; Km_C06006: 1.518301486968994; Km_C00109: 150.0055; Km_C05125: 0.0863395780324935,Kcat_F: 3.385059831796261; Kcat_R: 3.4657852198762877
WP_001012606.1,2.2.1.6,,R360,Acetolactate synthase,R08648,C00022; C00109,C00011; C06006,Km_C00011: 5.445468902587891; Km_C06006: 1.518301486968994; Km_C00022: 11.079999999999998; Km_C00109: 150.0055,Kcat_F: 20.949999999999996; Kcat_R: 4.6695260232610325
WP_001109196.1,2.5.1.54,,R361,3-deoxy-7-phosphoheptulonate synthase,R01826,C00001; C00074; C00279,C00009; C04691,Km_C00009: 2.1030256748199463; Km_C04691: 0.24849334359169; Km_C00001: 7.373492240905762; Km_C00074: 0.025; Km_C00279: 0.65,Kcat_F: 23.047114170151147; Kcat_R: 17.25266358832735
WP_000593273.1,6.3.2.3,,R362,Glutathione synthase,R00497,C00002; C00037; C00669,C00008; C00009; C00051,Km_C00008: 0.1889318376779556; Km_C00009: 1.8175055980682373; Km_C00051: 0.6170697212219238; Km_C00002: 0.1616863906383514; Km_C00037: 1.582805871963501; Km_C00669: 1.826,Kcat_F: 123.47175210925995; Kcat_R: 281.0232299630622
WP_000636571.1,1.1.1.298,,R363,3-hydroxypropionate dehydrogenase (nadp+),R09289,C00006; C01013,C00005; C00080; C00222,Km_C00005: 0.0188780333846807; Km_C00080: 2.22097110748291; Km_C00222: 0.1345589011907577; Km_C00006: 0.035369548946619; Km_C01013: 0.6615902781486511,Kcat_F: 4.088806479618185; Kcat_R: 11.664353298738632
WP_000789500.1,1.6.5.9,,R364,Nadh:quinone reductase (non-electrogenic),R02163,C00003; C00390,C00004; C00080; C00399,Km_C00004: 0.027977455407381; Km_C00080: 0.1528425961732864; Km_C00399: 0.0119792651385068; Km_C00003: 0.0483223535120487; Km_C00390: 0.0165184997022151,Kcat_F: 15.810755279056892; Kcat_R: 30.003245224664667
WP_000779102.1,3.1.4.46,,R365,Glycerophosphodiester phosphodiesterase,R00857,C00001; C03120,C00069; C00093,Km_C00069: nan; Km_C00093: 0.4120421409606933; Km_C00001: 1.013303279876709; Km_C03120: nan,Kcat_F: 23.25129120157975; Kcat_R: 169.41345391973385
WP_000779102.1,3.1.4.46,,R366,Glycerophosphodiester phosphodiesterase,R01030,C00001; C00670,C00093; C00114,Km_C00093: 0.4120421409606933; Km_C00114: 0.5135906934738159; Km_C00001: 1.013303279876709; Km_C00670: 0.3781673014163971,Kcat_F: 217.69687984267773; Kcat_R: 249.90069480718407
WP_000779102.1,3.1.4.46,,R367,Glycerophosphodiester phosphodiesterase,R01470,C00001; C01233,C00093; C00189,Km_C00093: 0.4120421409606933; Km_C00189: 0.3885185122489929; Km_C00001: 1.013303279876709; Km_C01233: 0.66,Kcat_F: 13.025645600789876; Kcat_R: 146.4802383609072
WP_001295473.1,2.4.2.9,,R368,Uracil phosphoribosyltransferase,R00966,C00013; C00105,C00106; C00119,Km_C00106: 0.0213197786360979; Km_C00119: 0.073; Km_C00013: 0.0800841301679611; Km_C00105: 0.0661460533738136,Kcat_F: 1.8738711151282803; Kcat_R: 4.051623539977363
WP_000099534.1,4.2.1.3,,R369,Aconitate hydratase,R01324,C00158,C00311,Km_C00311: 0.3395209014415741; Km_C00158: 1.6626166105270386,Kcat_F: 6.538237946593976; Kcat_R: 5.557925253897178
WP_000099534.1,4.2.1.3,,R370,Aconitate hydratase,R01325,C00158,C00001; C00417,Km_C00001: 2.6870927810668945; Km_C00417: 0.037000000000000005; Km_C00158: 1.6626166105270386,Kcat_F: 6.538237946593976; Kcat_R: 34.61815354506536
WP_000099534.1,4.2.1.3,,R371,Aconitate hydratase,R01900,C00311,C00001; C00417,Km_C00001: 2.6870927810668945; Km_C00417: 0.037000000000000005; Km_C00311: 0.3395209014415741,Kcat_F: 5.557925253897178; Kcat_R: 34.61815354506536
WP_000624298.1,4.3.1.17,,R372,L-serine ammonia-lyase,R00220,C00065,C00014; C00022,Km_C00014: 2.32181453704834; Km_C00022: 0.7869249582290649; Km_C00065: 0.995956301689148,Kcat_F: 3.54728232602962; Kcat_R: 16.00408804670335
WP_000624298.1,4.3.1.17,,R373,L-serine ammonia-lyase,R00590,C00065,C00001; C02218,Km_C00001: 1.2432831525802612; Km_C02218: 1.603482007980347; Km_C00065: 0.995956301689148,Kcat_F: 3.54728232602962; Kcat_R: 1.1070927197999596
WP_000624298.1,4.3.1.17,,R374,L-serine ammonia-lyase,R06131,C05167,C00014; C00161,Km_C00014: 2.32181453704834; Km_C00161: nan; Km_C05167: nan,Kcat_F: nan; Kcat_R: 17.86179164388484
WP_000624298.1,4.3.1.17,,R375,L-serine ammonia-lyase,R08698,C00001; C02218,C00014; C00022,Km_C00014: 2.32181453704834; Km_C00022: 0.7869249582290649; Km_C00001: 1.2432831525802612; Km_C02218: 1.603482007980347,Kcat_F: 1.1070927197999596; Kcat_R: 16.00408804670335
WP_000081903.1,2.4.1.1,,R376,Glycogen phosphorylase,R01821,C00009,C00103; C00718,Km_C00103: 1.0; Km_C00718: nan; Km_C00009: 0.9648138284683228,Kcat_F: 3.292005990173254; Kcat_R: 24.686165508359604
WP_000081903.1,2.4.1.1,,R377,Glycogen phosphorylase,R02111,C00009; C00369,C00103; C00718,Km_C00103: 1.0; Km_C00718: nan; Km_C00009: 0.9648138284683228; Km_C00369: nan,Kcat_F: 3.292005990173254; Kcat_R: 24.686165508359604
WP_000683335.1,2.4.2.8,,R378,Hypoxanthine phosphoribosyltransferase,R01132,C00013; C00130,C00119; C00262,Km_C00119: 0.033; Km_C00262: 0.0125; Km_C00013: 0.1055375859141349; Km_C00130: 0.0359797142446041,Kcat_F: 1.8881009783789262; Kcat_R: 3.5793717999877535
WP_000683335.1,2.4.2.8,,R379,Hypoxanthine phosphoribosyltransferase,R00190,C00013; C00020,C00119; C00147,Km_C00119: 0.033; Km_C00147: 0.0448177717626094; Km_C00013: 0.1055375859141349; Km_C00020: 0.0319375731050968,Kcat_F: 2.2202513255716645; Kcat_R: 11.282244742411777
WP_000683335.1,2.4.2.8,,R380,Hypoxanthine phosphoribosyltransferase,R01229,C00013; C00144,C00119; C00242,Km_C00119: 0.033; Km_C00242: 0.16549999999999998; Km_C00013: 0.1055375859141349; Km_C00144: 0.0325233563780784,Kcat_F: 1.2158957166392586; Kcat_R: 2.835797086637915
WP_000683335.1,2.4.2.8,,R381,Hypoxanthine phosphoribosyltransferase,R02142,C00013; C00655,C00119; C00385,Km_C00119: 0.033; Km_C00385: 0.0471727959811687; Km_C00013: 0.1055375859141349; Km_C00655: 0.0580724477767944,Kcat_F: 1.7614194027036816; Kcat_R: 0.8292816200599982
WP_000683335.1,2.4.2.8,,R382,Hypoxanthine phosphoribosyltransferase,R08237,C00119; C02380,C00013; C04646,Km_C00013: 0.1055375859141349; Km_C04646: 0.0241493117064237; Km_C00119: 0.033; Km_C02380: 0.0186832454055547,Kcat_F: 0.6850260926196371; Kcat_R: 1.3441892946559864
WP_000683335.1,2.4.2.8,,R383,Hypoxanthine phosphoribosyltransferase,R08238,C00119; C16614,C00013; C16615,Km_C00013: 0.1055375859141349; Km_C16615: nan; Km_C00119: 0.033; Km_C16614: nan,Kcat_F: 0.9494897321730356; Kcat_R: 0.0134893917964028
WP_000683335.1,2.4.2.8,,R384,Hypoxanthine phosphoribosyltransferase,R08245,C00119; C07648,C00013; C16619,Km_C00013: 0.1055375859141349; Km_C16619: nan; Km_C00119: 0.033; Km_C07648: 0.0192736387252807,Kcat_F: 0.6730631367742436; Kcat_R: 0.0134893917964028
WP_000177906.1,3.2.1.23,,R385,Beta-galactosidase,R01100,C00001; C00243,C00031; C00124,Km_C00031: 2.871545553207397; Km_C00124: 2.871545553207397; Km_C00001: 1.750396728515625; Km_C00243: 2.4005935192108154,Kcat_F: 172.92410121298397; Kcat_R: 262.88710379716264
WP_000177906.1,3.2.1.23,,R386,Beta-galactosidase,R01105,C00001,C00124; C05796,Km_C00124: 2.871545553207397; Km_C05796: nan; Km_C00001: 1.750396728515625,Kcat_F: 33.34495839203938; Kcat_R: 262.88710379716264
WP_000177906.1,3.2.1.23,,R387,Beta-galactosidase,R01678,C00001; C00243,C00124; C00267,Km_C00124: 2.871545553207397; Km_C00267: 2.871545553207397; Km_C00001: 1.750396728515625; Km_C00243: 2.4005935192108154,Kcat_F: 172.92410121298397; Kcat_R: 262.88710379716264
WP_000177906.1,3.2.1.23,,R388,Beta-galactosidase,R03355,C00001; C01290,C00124; C01190,Km_C00124: 2.871545553207397; Km_C01190: nan; Km_C00001: 1.750396728515625; Km_C01290: nan,Kcat_F: 33.34495839203938; Kcat_R: 262.88710379716264
WP_000177906.1,3.2.1.23,,R389,Beta-galactosidase,R04633,C00001; C04911,C00124; C04884,Km_C00124: 2.871545553207397; Km_C04884: nan; Km_C00001: 1.750396728515625; Km_C04911: nan,Kcat_F: 33.34495839203938; Kcat_R: 262.88710379716264
WP_000177906.1,3.2.1.23,,R390,Beta-galactosidase,R04783,C00001; C05403,C00221; C05394,Km_C00221: 2.871545553207397; Km_C05394: 0.4788495898246765; Km_C00001: 1.750396728515625; Km_C05403: 0.5604535937309265,Kcat_F: 223.46913621326644; Kcat_R: 256.5686559848961
WP_000177906.1,3.2.1.23,,R391,Beta-galactosidase,R05112,C00001; C06136,C00124; C06135,Km_C00124: 2.871545553207397; Km_C06135: nan; Km_C00001: 1.750396728515625; Km_C06136: nan,Kcat_F: 33.34495839203938; Kcat_R: 262.88710379716264
WP_000118404.1,6.4.1.2,,R392,Acetyl-coa carboxylase,R00742,C00002; C00024; C00288,C00008; C00009; C00083,Km_C00008: 0.0415352247655391; Km_C00009: 0.312815397977829; Km_C00083: 0.1; Km_C00002: 0.0314382389187812; Km_C00024: 0.0237396769225597; Km_C00288: 0.2594982087612152,Kcat_F: 0.26705086851380355; Kcat_R: 0.21057309930185056
WP_000118404.1,6.4.1.2,,R393,Acetyl-coa carboxylase,R04386,C00024; C04419,C00083; C06250,Km_C00083: 0.1; Km_C06250: nan; Km_C00024: 0.0237396769225597; Km_C04419: nan,Kcat_F: 0.5012963592686307; Kcat_R: 0.1670047591030329
WP_001303675.1,1.1.1.60,,R394,2-hydroxy-3-oxopropionate reductase,R01745,C00003; C00258,C00004; C00080; C01146,Km_C00004: 0.0821956917643547; Km_C00080: 4.276399612426758; Km_C01146: 0.3680145740509033; Km_C00003: 0.0954147055745124; Km_C00258: 0.28,Kcat_F: 23.69861444660181; Kcat_R: 28.64154048538932
WP_001303675.1,1.1.1.60,,R395,2-hydroxy-3-oxopropionate reductase,R01747,C00006; C00258,C00005; C00080; C01146,Km_C00005: 0.0875350385904312; Km_C00080: 4.276399612426758; Km_C01146: 0.3680145740509033; Km_C00006: 0.0667386129498481; Km_C00258: 0.28,Kcat_F: 24.021503542772244; Kcat_R: 28.616716379548755
WP_000433476.1,1.1.1.38,,R396,Malate dehydrogenase (oxaloacetate-decarboxylating),R00214,C00003; C00149,C00004; C00011; C00022; C00080,Km_C00004: 0.025; Km_C00011: 2.194042682647705; Km_C00022: 1.729395627975464; Km_C00080: 11.550593376159668; Km_C00003: 0.0657836869359016; Km_C00149: 0.64,Kcat_F: 4.199038778806823; Kcat_R: 6.598850149628309
WP_000433476.1,1.1.1.38,,R397,Malate dehydrogenase (oxaloacetate-decarboxylating),R00217,C00036,C00011; C00022,Km_C00011: 2.194042682647705; Km_C00022: 1.729395627975464; Km_C00036: 3.9666666666666663,Kcat_F: 12.418881254767989; Kcat_R: 7.051510784111057
WP_000357259.1,2.5.1.7,,R398,Udp-n-acetylglucosamine 1-carboxyvinyltransferase,R00660,C00043; C00074,C00009; C04631,Km_C00009: 0.1255456507205963; Km_C04631: 0.0188505537807941; Km_C00043: 0.0181078538298606; Km_C00074: 0.0004,Kcat_F: 3.61186259637369; Kcat_R: 1.493768678692674
WP_001338652.1,4.3.1.19,,R399,Threonine ammonia-lyase,R00996,C00188,C00014; C00109,Km_C00014: 10.384718894958496; Km_C00109: 2.064281225204468; Km_C00188: 1.958139181137085,Kcat_F: 1.046566765528676; Kcat_R: 5.043314917904149
WP_001338652.1,4.3.1.19,,R400,Threonine ammonia-lyase,R00220,C00065,C00014; C00022,Km_C00014: 10.384718894958496; Km_C00022: 2.54087495803833; Km_C00065: 5.080734252929688,Kcat_F: 1.5941904874957775; Kcat_R: 5.380604908986051
WP_001338652.1,4.3.1.19,,R401,Threonine ammonia-lyase,R06131,C05167,C00014; C00161,Km_C00014: 10.384718894958496; Km_C00161: nan; Km_C05167: nan,Kcat_F: nan; Kcat_R: 7.544567374693612
WP_000611804.1,6.3.2.2,,R402,Glutamate-cysteine ligase,R00894,C00002; C00025; C00097,C00008; C00009; C00669,Km_C00008: 0.0023263390175998; Km_C00009: 0.0553433075547218; Km_C00669: 0.0232076849788427; Km_C00002: 0.0025503092911094; Km_C00025: 0.0502485558390617; Km_C00097: 0.0078670093789696,Kcat_F: 14.222526674243412; Kcat_R: 24.032764217648833
WP_000963792.1,2.6.1.11,,R403,Acetylornithine transaminase,R02283,C00026; C00437,C00025; C01250,Km_C00025: 2.426485538482666; Km_C01250: 1.2796975374221802; Km_C00026: 2.5; Km_C00437: 0.48,Kcat_F: 1.7007285832544696; Kcat_R: 1.9304582362678921
WP_000160808.1,1.8.1.7,,R404,Glutathione-disulfide reductase,R00115,C00006; C00051,C00005; C00080; C00127,Km_C00005: 0.0205; Km_C00080: 0.1094808205962181; Km_C00127: 0.0760240405797958; Km_C00006: 0.0688151493668556; Km_C00051: 0.2151804268360138,Kcat_F: 54.48015013435994; Kcat_R: 195.03763068470175
WP_000160808.1,1.8.1.7,,R405,Glutathione-disulfide reductase,R00094,C00003; C00051,C00004; C00080; C00127,Km_C00004: 0.377; Km_C00080: 0.1094808205962181; Km_C00127: 0.0760240405797958; Km_C00003: 0.1232612356543541; Km_C00051: 0.2151804268360138,Kcat_F: 53.31807817049137; Kcat_R: 195.13097612044342
WP_000153940.1,2.1.1.14,,R406,5-methyltetrahydropteroyltriglutamate-homocysteine s-methyltransferase,R04405,C00155; C04489,C00073; C04144,Km_C00073: 0.1316202282905578; Km_C04144: 0.0163705013692379; Km_C00155: 0.0346009954810142; Km_C04489: 0.0044,Kcat_F: 7.3117673001648855; Kcat_R: 7.896331429456785
WP_000153940.1,2.1.1.14,,R407,5-methyltetrahydropteroyltriglutamate-homocysteine s-methyltransferase,R09365,C04489; C05698,C04144; C05335,Km_C04144: 0.0163705013692379; Km_C05335: 0.1365856230258941; Km_C04489: 0.0044; Km_C05698: nan,Kcat_F: 7.154480043308552; Kcat_R: 4.279314200579993
WP_000176278.1,4.1.1.23,,R408,Orotidine-5'-phosphate decarboxylase,R00965,C01103,C00011; C00105,Km_C00011: 0.5136110782623291; Km_C00105: 0.0178149119019508; Km_C01103: 7500.0014,Kcat_F: 42.0; Kcat_R: 6.3437773559666075
WP_000586449.1,5.3.1.16,,R409,1-(5-phosphoribosyl)-5-[(5,R04640,C04896,C04916,Km_C04916: 0.0330168679356575; Km_C04896: 1.7000000000000002,Kcat_F: 9.600000000000001; Kcat_R: 8.759150445432445
WP_000224714.1,4.1.3.3,,R410,N-acetylneuraminate lyase,R01811,C00270,C00022; C00645,Km_C00022: 15.15; Km_C00645: 93.85; Km_C00270: 2.8,Kcat_F: 4.943149879924456; Kcat_R: 5.4
WP_000545042.1,1.6.5.9,,R411,Nadh:quinone reductase (non-electrogenic),R02163,C00003; C00390,C00004; C00080; C00399,Km_C00004: 0.027977455407381; Km_C00080: 0.1528425961732864; Km_C00399: 0.0119792651385068; Km_C00003: 0.0483223535120487; Km_C00390: 0.0165184997022151,Kcat_F: 15.810755279056892; Kcat_R: 30.003245224664667
WP_000970117.1,6.3.5.3,,R412,Phosphoribosylformylglycinamidine synthase,R04463,C00001; C00002; C00064; C04376,C00008; C00009; C00025; C04640,Km_C00008: 0.0785821005702018; Km_C00009: 0.854789674282074; Km_C00025: 0.7686366438865662; Km_C04640: 0.0468; Km_C00001: 1.4619009494781494; Km_C00002: 0.0741248205304145; Km_C00064: 0.2878328859806061; Km_C04376: 0.2691399753093719,Kcat_F: 5.867779041872011; Kcat_R: 3.3313737087164457
WP_001290699.1,1.8.1.2,,R413,Assimilatory sulfite reductase (nadph),R00858,C00001; C00006; C00283,C00005; C00080; C00094,Km_C00005: 0.034333333333333334; Km_C00080: 0.0884566977620124; Km_C00094: 0.0347658954560756; Km_C00001: 0.0861005932092666; Km_C00006: 0.0225104205310344; Km_C00283: 0.0111357858404517,Kcat_F: 214.80196790417418; Kcat_R: 133.73348462878735
WP_001295467.1,6.3.2.6,,R414,Phosphoribosylaminoimidazolesuccinocarboxamide synthase,R04591,C00002; C00049; C04751,C00008; C00009; C04823,Km_C00008: 0.1176188886165618; Km_C00009: 0.8941458463668823; Km_C04823: 0.0634509325027465; Km_C00002: 0.102134071290493; Km_C00049: 0.6811726689338684; Km_C04751: 0.04,Kcat_F: 51.82966044011141; Kcat_R: 75.12641205281282
WP_000871512.1,3.2.1.21,,R415,Beta-glucosidase,R00026,C00001; C00185,C00221,Km_C00221: 4.0075364112854; Km_C00001: 0.8264793753623962; Km_C00185: 2.858436584472656,Kcat_F: 3.755005532412256; Kcat_R: 3.2542019101220503
WP_000871512.1,3.2.1.21,,R416,Beta-glucosidase,R00306,C00001; C00185,C00031,Km_C00031: 4.0075364112854; Km_C00001: 0.8264793753623962; Km_C00185: 2.858436584472656,Kcat_F: 3.755005532412256; Kcat_R: 3.2542019101220503
WP_000871512.1,3.2.1.21,,R417,Beta-glucosidase,R02887,C00001,C00221; C00760,Km_C00221: 4.0075364112854; Km_C00760: nan; Km_C00001: 0.8264793753623962,Kcat_F: 2.298056550104882; Kcat_R: 3.2542019101220503
WP_000871512.1,3.2.1.21,,R418,Beta-glucosidase,R03527,C00001; C01798,C00267; C01335,Km_C00267: 4.0075364112854; Km_C01335: nan; Km_C00001: 0.8264793753623962; Km_C01798: nan,Kcat_F: 2.298056550104882; Kcat_R: 3.2542019101220503
WP_000871512.1,3.2.1.21,,R419,Beta-glucosidase,R04949,C00001; C05713,C00031; C05712,Km_C00031: 4.0075364112854; Km_C05712: nan; Km_C00001: 0.8264793753623962; Km_C05713: nan,Kcat_F: 2.298056550104882; Kcat_R: 3.2542019101220503
WP_000871512.1,3.2.1.21,,R420,Beta-glucosidase,R04998,C00001; C05839,C00031; C05838,Km_C00031: 4.0075364112854; Km_C05838: 0.0478576309978961; Km_C00001: 0.8264793753623962; Km_C05839: 0.1740726679563522,Kcat_F: 2.7593070330106944; Kcat_R: 3.24709730489184
WP_000080085.1,3.1.3.15,,R421,Histidinol-phosphatase,R03013,C00001; C01100,C00009; C00860,Km_C00009: 0.4896989464759826; Km_C00860: 0.0558923631906509; Km_C00001: 0.7626248598098755; Km_C01100: 0.048999999999999995,Kcat_F: 570.4313187489396; Kcat_R: 3.3056302649415064
WP_000114984.1,3.5.1.88,,R422,Peptide deformylase,R05635,C00001; C11439,C00058; C11440,Km_C00058: 1.338482141494751; Km_C11440: 0.0224290695041418; Km_C00001: 0.672419548034668; Km_C11439: 0.0275602675974369,Kcat_F: 0.8113796547890142; Kcat_R: 2.43910333960857
WP_000789986.1,5.3.1.9,,R423,Glucose-6-phosphate isomerase,R00771,C00092,C00085,Km_C00085: 0.2; Km_C00092: 0.28,Kcat_F: 1.2922045168667875; Kcat_R: 0.8323051280342215
WP_000789986.1,5.3.1.9,,R424,Glucose-6-phosphate isomerase,R02740,C00668,C05345,Km_C05345: 0.147; Km_C00668: 0.6787887215614319,Kcat_F: 1.2922045168667875; Kcat_R: 0.8323051280342215
WP_000789986.1,5.3.1.9,,R425,Glucose-6-phosphate isomerase,R03321,C01172,C05345,Km_C05345: 0.147; Km_C01172: 0.6787887215614319,Kcat_F: 1.2922045168667875; Kcat_R: 0.8323051280342215
WP_000789986.1,5.3.1.9,,R426,Glucose-6-phosphate isomerase,R02739,C00668,C01172,Km_C01172: 0.6787887215614319; Km_C00668: 0.6787887215614319,Kcat_F: 1.2922045168667875; Kcat_R: 1.2922045168667875
WP_000397144.1,3.4.11.1,,R427,Leucyl aminopeptidase,R00899,C00001; C01419,C00037; C00097,Km_C00037: 0.3884817063808441; Km_C00097: 0.1721495538949966; Km_C00001: 0.3819168210029602; Km_C01419: 0.2100186347961425,Kcat_F: 4.014894778677765; Kcat_R: 0.1125658796193295
WP_000397144.1,3.4.11.1,,R428,Leucyl aminopeptidase,R04951,C00001; C05729,C00037; C05726,Km_C00037: 0.3884817063808441; Km_C05726: nan; Km_C00001: 0.3819168210029602; Km_C05729: nan,Kcat_F: 1.4953430791770002; Kcat_R: 0.1943652873721367
WP_000853753.1,3.1.3.11,,R429,Fructose-bisphosphatase,R00762,C00001; C00354,C00009; C00085,Km_C00009: 0.3205382227897644; Km_C00085: 0.1371545791625976; Km_C00001: 0.4950927793979645; Km_C00354: 0.068225,Kcat_F: 9.234591811423812; Kcat_R: 0.2891056568060518
WP_000853753.1,3.1.3.11,,R430,Fructose-bisphosphatase,R04780,C00001; C05378,C00009; C05345,Km_C00009: 0.3205382227897644; Km_C05345: 0.1371545791625976; Km_C00001: 0.4950927793979645; Km_C05378: 0.1,Kcat_F: 2.5345918114238124; Kcat_R: 0.2891056568060518
WP_000853753.1,3.1.3.11,,R431,Fructose-bisphosphatase,R01845,C00001; C00447,C00009; C05382,Km_C00009: 0.3205382227897644; Km_C05382: 0.0153899602591991; Km_C00001: 0.4950927793979645; Km_C00447: 0.0117869088426232,Kcat_F: 1.8592338761271254; Kcat_R: 0.5713370977058273
WP_000816280.1,5.1.3.1,,R432,Ribulose-phosphate 3-epimerase,R01529,C00199,C00231,Km_C00231: 0.1945233941078186; Km_C00199: 0.1945233941078186,Kcat_F: 6.229903201865202; Kcat_R: 6.229903201865202
WP_000127356.1,2.4.2.7,,R433,Adenine phosphoribosyltransferase,R00190,C00013; C00020,C00119; C00147,Km_C00119: 0.0675; Km_C00147: 0.0106492508202791; Km_C00013: 0.0518924556672573; Km_C00020: 0.0235899128019809,Kcat_F: 3.601212036445318; Kcat_R: 18.840118604055533
WP_000127356.1,2.4.2.7,,R434,Adenine phosphoribosyltransferase,R01229,C00013; C00144,C00119; C00242,Km_C00119: 0.0675; Km_C00242: 0.0094119487330317; Km_C00013: 0.0518924556672573; Km_C00144: 0.0239243265241384,Kcat_F: 1.9945940631635652; Kcat_R: 5.0907512126278505
WP_000127356.1,2.4.2.7,,R435,Adenine phosphoribosyltransferase,R04378,C00013; C04677,C00119; C04051,Km_C00119: 0.0675; Km_C04051: 0.0256440956145524; Km_C00013: 0.0518924556672573; Km_C04677: 0.022413682192564,Kcat_F: 2.600923372751188; Kcat_R: 2.3062446555538183
WP_000089084.1,1.2.1.8,,R436,Betaine-aldehyde dehydrogenase,R02565,C00001; C00003; C00576,C00004; C00080; C00719,Km_C00004: 0.0566573590040206; Km_C00080: 0.653245747089386; Km_C00719: 1.1573011875152588; Km_C00001: 0.6838573813438416; Km_C00003: 0.1661553531885147; Km_C00576: 2.1525,Kcat_F: 11.865681222682198; Kcat_R: 7.030989974864901
